,ETL FP Equity_DX_SI_QTY,ETL FP Equity_DX_SHORT_INTEREST_VALUE,ETL FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ETL FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ETL FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ETL FP Equity_DX_SI_MV,ETL FP Equity_DX_DSS,ETL FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ETL FP Equity_DX_SUPPLY_SI_QTY,ETL FP Equity_DX_BROKER_SI_QTY,ETL FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ETL FP Equity_DX_BROKER_SI_MV_NEW_x,ETL FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ETL FP Equity_DX_SUPPLY_SI_QTY_INC_x,ETL FP Equity_DX_BROKER_SI_MV_INC_x,ETL FP Equity_DX_SUPPLY_SI_MV_NEW,ETL FP Equity_DX_BROKER_SI_QTY_ADD,ETL FP Equity_DX_BROKER_SI_QTY_NEW,ETL FP Equity_DX_SUPPLY_SI_MV_DEC,ETL FP Equity_DX_BROKER_SI_QTY_INC,ETL FP Equity_DX_SUPPLY_SI_QTY_DEC,ETL FP Equity_DX_BROKER_SI_MV_NEW_y,ETL FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ETL FP Equity_DX_BROKER_SI_MV_INC_y,ETL FP Equity_DX_SUPPLY_SI_QTY_INC_y,ETL FP Equity_DX_BROKER_SI_MV_ADD,ETL FP Equity_DX_SUPPLY_SI_QTY_ADD,ETL FP Equity_DX_BROKER_SI_QTY_DEC,ETL FP Equity_DX_SUPPLY_SI_MV,ETL FP Equity_DX_BROKER_SI_MV_DEC,ETL FP Equity_DX_SUPPLY_SI_MV_RMV,ETL FP Equity_DX_BROKER_SI_MV_RMV,ETL FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ETL FP Equity_DX_UTILIZATION_QUANTITY,ETL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ETL FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ETL FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ETL FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ETL FP Equity_DX_ACTIVE_UTILIZATION_MV,ETL FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ETL FP Equity_DX_BROKER_SI_CON_RATIO,ETL FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ETL FP Equity_DX_DEMAND_SUPPLY_RATIO
2009-01-14,3881395.0,44890831.71,4.46,8.1,1.77,65.38,1.0,21670592.9,2621837.0,1873704.0,30323232.64,,,25000.0,,,25000.0,,0.32,,15548.0,,,,25000.0,0.42,,22258.0,44.49,0.45,,,11.0,11.0,21220680.0,245430824.41,,358.43,11.04,21.49,0.1546,24.36,0.1628
2009-01-15,3745111.0,43391509.38,4.3,7.88,1.71,63.1,1.0,22171940.67,2432344.0,1913655.0,28181561.91,,,28338.0,0.68,,,,3.83,39951.0,219493.0,,,0.68,28338.0,,1662.0,,41.16,,,,10.25,10.25,21308726.0,246886616.75,,360.74,10.24,21.57,0.1537,25.4,0.1577
2009-01-16,3749940.0,43254986.52,4.2,7.92,1.71,62.92,1.0,22419764.27,2404519.0,1943655.0,27735760.29,,,5900.0,0.48,,,,0.57,30000.0,33725.0,,,0.48,5900.0,,,,40.44,,,,10.13,10.13,21332036.0,246061784.88,,359.58,10.11,21.52,0.1538,25.74,0.158
2009-01-19,3715814.0,43586087.81,4.16,8.07,1.69,63.05,1.0,22398564.26,2404519.0,1909529.0,28204742.29,,,,,,,,,,,,,,,,,34126.0,40.97,0.55,,,10.13,10.13,21333216.0,250236267.42,,364.3,10.11,21.95,0.1526,24.93,0.1565
2009-01-20,3645188.0,42283676.32,4.08,8.24,1.66,62.02,1.0,21912242.97,2397459.0,1889009.0,27810192.6,,,,0.11,,,,0.84,3717.0,52060.0,,,0.11,,,45000.0,24237.0,41.24,0.47,,,10.09,10.09,21373120.0,247925234.01,,363.71,10.18,22.24,0.156,25.63,0.1533
2009-01-21,3815838.0,43910653.99,4.27,8.9,1.74,63.86,1.0,21737720.68,2568109.0,1889009.0,29552445.81,,,55047.0,,,,,0.6,,23574.0,,,,55047.0,,139177.0,,43.11,,,,10.85,10.85,21101412.0,242823935.69,,355.56,10.81,20.42,0.1496,24.6,0.1612
2009-01-22,3779146.0,43876364.89,4.23,8.93,1.72,63.51,1.0,22439542.56,2487670.0,1932756.0,28882164.55,,,5304.0,0.84,,,,1.56,50000.0,93574.0,,,0.84,5304.0,,7831.0,6253.0,41.94,0.11,,,10.51,10.51,21185632.0,245967877.39,,358.57,10.47,20.83,0.1489,24.55,0.1596
2009-01-23,3777893.0,42284705.19,4.23,8.97,1.72,62.51,1.0,21669331.42,2488073.0,1936029.0,27848177.09,,,4648.0,0.08,,,,0.01,5000.0,4245.0,,,0.08,4648.0,,,1727.0,41.22,0.04,,,10.53,10.53,21150216.0,236727363.17,,349.18,10.56,20.41,0.1488,25.07,0.1598
2009-01-26,3745203.0,43751403.46,4.19,9.01,1.71,62.47,1.0,22736202.55,2445150.0,1946262.0,28564204.44,,,4002.0,0.32,,,,0.81,10233.0,47785.0,,,0.32,4002.0,,860.0,,40.47,,,,10.36,10.36,21161082.0,247203432.28,,356.7,10.19,21.16,0.1519,25.33,0.1587
2009-01-27,3747842.0,44885123.83,4.19,9.02,1.71,64.27,1.0,23237390.25,2433163.0,1940288.0,29140188.55,,,37739.0,0.13,,,,0.94,4000.0,60182.0,,,0.13,37739.0,,10456.0,9974.0,42.06,0.14,,,10.3,10.3,21182508.0,253687187.07,,368.26,10.25,21.24,0.151,24.91,0.1587
2009-01-28,4316759.0,50103349.04,4.83,10.66,1.97,74.29,1.0,29123602.67,2323717.0,2509205.0,26970698.14,,,7503.0,10.07,,,,2.53,568917.0,142789.0,,,10.07,7503.0,,25840.0,,40.13,,,,9.89,9.89,21164248.0,245647186.86,,362.35,9.97,17.77,0.1935,36.05,0.1838
2009-01-29,3982912.0,44633929.68,4.46,9.55,1.81,67.45,1.0,25322733.64,2149399.0,2259676.0,24086930.32,,,18447.0,,,,,3.46,,193625.0,,,,18447.0,,860.0,249529.0,36.22,4.51,,,9.09,9.09,21502324.0,240962696.99,,356.48,9.22,19.0,0.2148,38.92,0.1684
2009-01-30,3524995.0,40346673.78,3.95,8.04,1.6,59.03,1.0,20495864.65,2160482.0,1790676.0,24728620.17,,,34076.0,,,,,0.56,,30593.0,,,,34076.0,,7600.0,469000.0,36.09,8.32,,,9.13,9.13,21504108.0,246133464.16,,358.26,9.15,22.15,0.176,30.16,0.149
2009-02-02,3435688.0,38595592.31,3.85,7.63,1.56,57.15,1.0,19751605.16,2103610.0,1758241.0,23631387.35,,,29927.0,,,6200.0,,1.54,,92657.0,,,,29927.0,0.1,5858.0,38635.0,34.86,0.71,,,8.89,8.89,21550064.0,242087606.44,,355.73,8.93,21.87,0.1723,29.94,0.1453
2009-02-03,2966773.0,33003074.29,3.32,6.63,1.35,48.64,1.0,16792919.74,1747256.0,1509580.0,19436882.96,,,26034.0,,,,,6.41,,382388.0,,,,26034.0,,,248661.0,28.4,4.32,,,7.41,7.41,21842112.0,242976744.39,,356.08,7.39,17.86,0.163,30.6,0.1258
2009-02-04,2935668.0,33229633.34,3.29,6.63,1.34,48.61,1.0,16895025.32,1733142.0,1492589.0,19617910.88,,,1058.0,0.45,,,,0.23,25000.0,15172.0,,,0.45,1058.0,,,41991.0,28.6,0.69,,,7.35,7.35,21857454.0,247410532.18,,360.27,7.36,18.27,0.1703,31.65,0.1244
2009-02-05,2903841.0,32839565.79,3.25,7.12,1.32,48.29,1.0,16879703.35,1701315.0,1492589.0,19240187.69,,,20255.0,,,,,0.87,,52082.0,,,,20255.0,,,,28.21,,,,7.19,7.19,21965412.0,248407055.52,,363.32,7.21,18.42,0.1709,32.0,0.1227
2009-02-06,2832673.0,32015340.58,3.17,7.03,1.29,46.9,1.0,16643445.39,1650147.0,1472589.0,18650235.38,,,26483.0,,,,,1.31,,78925.0,,,,26483.0,,1274.0,20000.0,27.21,0.34,,,6.97,6.97,22020292.0,248876996.42,,363.8,6.96,18.92,0.1775,32.99,0.1197
2009-02-09,2796190.0,31430780.2,3.13,6.89,1.27,46.26,1.0,16578441.36,1611378.0,1474875.0,18112813.42,,,4920.0,,,2286.0,,0.96,,56739.0,,,,4920.0,0.04,13050.0,,26.51,,,,6.8,6.8,22088360.0,248285841.89,,363.48,6.8,19.05,0.1772,33.23,0.118
2009-02-10,2740964.0,32066794.0,3.07,6.71,1.25,46.01,1.0,17155948.41,1564593.0,1466434.0,18304319.73,,,,0.2,,,,0.85,12559.0,59344.0,,,0.2,,,12559.0,21000.0,26.27,0.34,,,6.59,6.59,22186360.0,259560299.11,,375.47,6.54,19.92,0.1781,32.58,0.1154
2009-02-11,2764635.0,31577463.64,3.09,6.59,1.26,46.73,1.0,16010163.04,1665553.0,1401704.0,19023827.48,,,18338.0,,,,,0.48,,24206.0,,,,18338.0,,106828.0,64730.0,28.27,1.1,,,7.04,7.04,22002032.0,251305639.05,,369.74,7.1,18.52,0.1746,32.42,0.1168
2009-02-12,2385198.0,27749583.12,2.67,5.6,1.09,40.08,1.0,14399546.71,1400116.0,1237704.0,16289060.83,,,,,,,,4.64,,265437.0,,,,,,,164000.0,23.6,2.86,,,5.93,5.93,22209152.0,258383039.63,,375.71,5.91,22.17,0.19,33.44,0.101
2009-02-13,2347792.0,27587542.73,2.63,5.27,1.07,39.8,1.0,14265821.0,1376786.0,1214069.0,16177814.13,,,22867.0,,,,,0.71,,46197.0,,,,22867.0,,,23635.0,23.54,0.42,,,5.88,5.88,22021412.0,258760846.12,,377.17,5.87,22.54,0.1945,33.85,0.1003
2009-02-16,2354910.0,27558370.18,2.64,5.29,1.07,40.05,1.0,14207660.98,1383904.0,1214069.0,16195157.66,,,7118.0,,,,,,,,,,,7118.0,,,,23.71,,,,5.9,5.9,22058004.0,258134128.09,,377.5,5.91,22.33,0.1931,33.81,0.1005
2009-02-17,2116877.0,23975999.87,1.45,4.89,0.96,35.63,0.0,11660352.31,1244430.0,1029510.0,14094561.71,,,,,,,,2.52,,140674.0,,,,,,1200.0,184559.0,21.16,3.19,,,5.19,5.19,22718312.0,257310295.1,,380.36,5.27,24.4,0.1758,28.91,0.0883
2009-02-18,2119877.0,23864902.83,1.45,4.85,0.97,35.12,0.0,11623670.06,1244430.0,1032510.0,14009398.2,,,,0.04,,,,0.01,3000.0,800.0,,,0.04,,,800.0,,20.61,,,,5.19,5.19,22751798.0,256132524.88,,375.71,5.2,24.38,0.1768,29.13,0.0883
2009-02-19,2124404.0,23879520.06,1.46,4.83,0.97,34.99,0.0,9881959.41,1287037.0,879133.0,14467034.45,,,2498.0,,,,,2.67,,156409.0,,,,2498.0,,196518.0,153377.0,21.13,2.53,,,5.42,5.42,22470756.0,252584192.37,,369.33,5.41,24.38,0.1771,29.2,0.0894
2009-02-20,2016159.0,22793862.65,1.38,4.63,0.92,33.18,0.0,9373835.95,1228792.0,829133.0,13892215.88,,,145144.0,,,,,3.41,,209116.0,,,,145144.0,,5727.0,50000.0,20.13,0.82,,,5.26,5.26,22116076.0,250035239.61,,364.67,5.23,24.64,0.1907,31.07,0.0864
2009-02-23,1928561.0,21829912.27,1.32,4.55,0.88,32.05,0.0,10966238.11,1151516.0,968811.0,13034326.25,,,1200.0,0.17,,150000.0,,1.22,9678.0,78476.0,,,0.17,1200.0,2.5,,20000.0,19.09,0.26,,,4.9,4.9,22366124.0,253168307.79,,369.89,4.91,25.23,0.1915,30.54,0.082
2009-02-24,2017658.0,22645113.77,1.38,4.65,0.92,33.33,0.0,11465050.0,1187899.0,1021525.0,13332342.75,,,23329.0,0.91,,,,0.65,55000.0,35564.0,,,0.91,23329.0,,48618.0,2286.0,19.5,0.04,,,5.03,5.03,22410212.0,251520228.08,,368.45,5.03,23.43,0.1736,29.18,0.0855
2009-02-25,2011689.0,22619422.35,1.38,4.69,0.92,33.27,0.0,11486022.65,1178930.0,1021525.0,13255883.78,,,37397.0,,,,,0.84,,51949.0,,,,37397.0,,5583.0,,19.4,,,,5.0,5.0,22382474.0,251668440.11,,367.79,5.01,23.57,0.1748,29.22,0.0854
2009-02-26,1974087.0,22020998.03,1.35,4.55,0.9,32.55,0.0,11196246.98,1159158.0,1003695.0,12930441.28,,,4600.0,0.05,,,,0.43,3000.0,24372.0,,,0.05,4600.0,,,20830.0,19.01,0.35,,,4.92,4.92,22424822.0,250149543.13,,366.65,4.93,23.09,0.1787,30.12,0.0837
2009-02-27,1901313.0,21254743.17,1.3,4.34,0.87,31.3,0.0,10470033.01,1153497.0,936582.0,12894921.82,,,32820.0,,,,,0.67,,40921.0,,,,32820.0,,2440.0,67113.0,18.9,1.12,,,4.89,4.89,22455640.0,251031187.91,,367.04,4.9,23.89,0.1711,27.65,0.0805
2009-03-02,1925913.0,21075031.56,1.32,4.18,0.88,31.52,0.0,10522474.79,1153097.0,961582.0,12618200.13,,,9391.0,0.41,,,,0.16,25000.0,9791.0,,,0.41,9391.0,,,,18.72,,,,4.87,4.87,22507852.0,246300685.02,,362.85,4.91,23.29,0.1741,28.93,0.0814
2009-03-03,1898831.0,20791671.32,1.3,4.05,0.86,30.82,0.0,10497443.6,1128902.0,958695.0,12361162.91,,,1995.0,0.17,,,,2.13,12000.0,128390.0,,,0.17,1995.0,,102200.0,14887.0,18.11,0.25,,,4.78,4.78,22476274.0,246108948.9,,359.95,4.79,23.43,0.1829,30.24,0.0804
2009-03-04,1892866.0,20778172.12,1.3,3.98,0.86,30.68,0.0,10710671.07,1105903.0,975729.0,12139603.59,,,106.0,0.32,,,,0.43,20000.0,25860.0,,,0.32,106.0,,2755.0,2966.0,17.71,0.06,,,4.66,4.66,22609088.0,248182133.32,,362.57,4.66,22.73,0.1879,31.6,0.0798
2009-03-05,1839896.0,20385587.36,1.26,3.89,0.84,30.02,0.0,10314582.29,1100722.0,930940.0,12195724.37,,,3093.0,0.01,,,,0.37,211.0,27574.0,,,0.01,3093.0,,19300.0,45000.0,17.8,0.72,,,4.63,4.63,22679886.0,251287462.69,,366.44,4.63,22.68,0.1783,29.67,0.0774
2009-03-06,1802969.0,19069546.9,1.24,3.72,0.82,29.03,0.0,9827225.79,1065600.0,929135.0,11270581.57,,,1400.0,,,,,0.61,,36522.0,,,,1400.0,,,1805.0,16.87,0.03,,,4.49,4.49,22653118.0,239596297.07,,354.91,4.54,22.19,0.1839,30.88,0.076
2009-03-09,1797139.0,19284608.76,1.23,3.63,0.82,28.63,0.0,10068695.2,1047155.0,938305.0,11236734.88,,,,0.15,,,,0.52,9170.0,18445.0,,,0.15,,,,,16.33,,,,4.42,4.42,22645172.0,242999168.32,,354.08,4.41,22.51,0.1872,31.16,0.0759
2009-03-10,1709915.0,18623627.23,1.17,3.49,0.78,27.47,0.0,9918609.18,986416.0,910670.0,10743600.63,,,,,,,,0.84,,60739.0,,,,,,,27635.0,15.64,0.45,,,4.16,4.16,22716256.0,247415271.41,,359.82,4.17,24.04,0.1944,31.41,0.0721
2009-03-11,1663607.0,17988333.52,1.14,3.36,0.76,26.88,0.0,9585991.9,979807.0,886537.0,10594506.46,,,55988.0,0.05,,,,1.26,3040.0,79729.0,,,0.05,55988.0,,17132.0,27173.0,15.58,0.44,,,4.14,4.14,22675480.0,245186571.7,,359.31,4.16,24.85,0.1944,30.9,0.0703
2009-03-12,1699711.0,18669523.21,1.17,3.47,0.77,27.42,0.0,10189054.0,984816.0,927632.0,10817159.61,,,10000.0,0.52,,11095.0,,0.08,30000.0,4991.0,,,0.52,10000.0,0.18,,,15.62,,,,4.16,4.16,22689926.0,249224780.06,,362.44,4.13,24.22,0.1912,30.09,0.0718
2009-03-13,1678435.0,17987855.5,1.15,3.5,0.76,27.08,0.0,10448824.91,967294.0,974973.0,10366528.76,,,42423.0,0.65,,4491.0,,1.12,44000.0,71158.0,,,0.65,42423.0,0.07,11213.0,1150.0,15.34,0.02,,,4.07,4.07,22792578.0,244268976.44,,359.85,4.09,20.19,0.1886,30.92,0.0706
2009-03-16,1772811.0,19169140.03,1.22,3.67,0.81,28.46,0.0,10965560.23,1022520.0,1014123.0,11056355.73,,,,0.59,,,,0.41,39150.0,17540.0,,,0.59,,,72766.0,,16.06,,,,4.28,4.28,22846808.0,247039115.73,,360.4,4.27,22.98,0.1893,29.72,0.0743
2009-03-17,1818846.0,19953200.05,1.25,3.75,0.83,29.36,0.0,11165391.45,1063555.0,1017788.0,11667467.0,,,46310.0,0.09,,,,0.07,5000.0,5275.0,,,0.09,46310.0,,,1335.0,16.82,0.02,,,4.4,4.4,23122840.0,253663395.52,,369.23,4.36,24.24,0.187,28.7,0.0752
2009-03-18,1948569.0,21376294.13,1.34,4.05,0.89,31.35,0.0,12713162.45,1063555.0,1158876.0,11667467.0,,,,2.32,,,,,145698.0,,,,2.32,,,,4610.0,16.81,0.07,,,4.34,4.34,23465152.0,257418644.62,,374.91,4.29,22.39,0.1681,26.61,0.0794
2009-03-19,1925088.0,20881560.87,1.32,4.0,0.88,31.07,0.0,12570407.04,1040074.0,1158876.0,11281753.64,,,,,,,,0.23,,23481.0,,,,,,,,16.58,,,,4.2,4.2,23721656.0,257310421.02,,376.92,4.21,22.3,0.1707,26.91,0.0777
2009-03-20,2059820.0,22483973.42,1.41,4.27,0.94,33.27,0.0,14120383.28,1040074.0,1293608.0,11352931.89,,,970.0,2.14,,,,0.02,134732.0,970.0,,,2.14,970.0,,,,16.62,,,,4.21,4.21,23669410.0,258363539.2,,377.22,4.22,20.79,0.1695,27.61,0.0834
2009-03-23,2042255.0,22152479.32,1.4,4.14,0.93,32.97,0.0,13841325.48,1030657.0,1276043.0,11179606.79,,,330.0,0.0,,,,0.14,2.0,9865.0,,,0.0,330.0,,118.0,17567.0,16.4,0.24,,,4.18,4.18,23609396.0,256092729.14,,375.15,4.19,20.86,0.1718,27.91,0.0829
2009-03-24,2102969.0,23257194.9,1.44,4.22,0.96,34.12,0.0,14665000.05,1041373.0,1326043.0,11516772.16,,,18202.0,0.79,,,,0.12,50000.0,7488.0,,,0.79,18202.0,,2.0,,16.81,,,,4.21,4.21,23708404.0,262196434.0,,381.22,4.22,20.45,0.1764,29.49,0.085
2009-03-25,2078586.0,23129787.58,1.43,4.25,0.95,33.9,0.0,14191966.18,1067655.0,1275378.0,11880496.34,,,32282.0,0.18,,,,0.1,10535.0,6000.0,,,0.18,32282.0,,,61200.0,17.32,0.99,,,4.24,4.24,24128324.0,268491661.51,,391.47,4.24,20.92,0.1683,27.16,0.0825
2009-03-26,2068586.0,22848632.72,1.42,4.24,0.94,33.83,0.0,13976773.11,1078190.0,1265378.0,11909182.07,,,13883.0,,,,,0.06,,3763.0,,,,13883.0,,415.0,10000.0,17.54,0.17,,,4.27,4.27,24188326.0,267172927.24,,391.56,4.29,20.95,0.1668,26.7,0.0819
2009-03-27,2050253.0,22498808.83,1.41,4.26,0.93,33.42,0.0,13870274.5,1059857.0,1263959.0,11630525.61,,,1745.0,,,,,0.53,,29393.0,,,,1745.0,,9315.0,1419.0,17.19,0.02,,,4.24,4.24,23956652.0,262892498.36,,385.58,4.27,21.23,0.1701,27.06,0.082
2009-03-30,2046091.0,22250098.99,1.4,4.21,0.93,33.09,0.0,13531721.31,1168619.0,1244360.0,12708080.15,,,121123.0,,,6200.0,,0.24,,13262.0,,,,121123.0,0.1,901.0,25799.0,18.71,0.42,,,4.6,4.6,24234988.0,263541984.19,,386.62,4.62,21.13,0.1684,27.23,0.0805
2009-03-31,2027525.0,22200834.83,1.39,4.03,0.92,32.73,0.0,13257857.54,1183619.0,1210794.0,12960298.85,,,15000.0,0.32,,,,,19434.0,,,,0.32,15000.0,,,53000.0,18.97,0.87,,,4.63,4.63,24360620.0,266742013.5,,389.29,4.65,21.46,0.1596,24.39,0.0794
2009-04-01,2073530.0,22874861.11,1.42,4.17,0.94,33.62,0.0,13864811.49,1208619.0,1256799.0,13333297.21,,,25000.0,2.09,,3722.0,,,129690.0,,,,2.09,25000.0,0.06,,87407.0,19.49,1.38,,,4.7,4.7,24519540.0,270495759.37,,394.86,4.7,20.96,0.1512,23.66,0.0806
2009-04-02,2098530.0,23265548.83,1.44,4.3,0.96,34.06,0.0,13933619.49,1233619.0,1256799.0,13676632.25,,,34291.0,,,,,0.58,,37212.0,,,,34291.0,,27921.0,,19.9,,,,4.77,4.77,24635452.0,273123239.3,,398.44,4.76,20.92,0.151,23.65,0.0811
2009-04-03,2082470.0,22417675.66,1.43,4.24,0.95,33.73,0.0,13529372.5,1217559.0,1256799.0,13106956.05,,,34220.0,,,,,0.91,,60144.0,,,,34220.0,,9864.0,,19.57,,,,4.71,4.71,24639240.0,265240071.08,,391.63,4.76,21.52,0.1531,23.81,0.0805
2009-04-06,2054844.0,21628096.43,1.41,4.15,0.94,32.68,0.0,12960749.76,1215356.0,1231376.0,12792132.52,,,233.0,,,,,0.19,,10753.0,,,,233.0,,8317.0,25423.0,18.93,0.4,,,4.71,4.71,24561602.0,258521180.47,,380.65,4.74,21.41,0.1567,24.57,0.0797
2009-04-07,2042534.0,21743147.66,1.4,4.14,0.93,32.26,0.0,13108222.53,1203046.0,1231376.0,12806644.5,,,,0.16,,,,0.66,10000.0,42929.0,,,0.16,,,30619.0,10000.0,18.66,0.16,,,4.63,4.63,24800330.0,264004044.55,,384.97,4.62,21.52,0.1607,25.25,0.0785
2009-04-08,2325434.0,25240055.53,1.6,4.71,1.06,36.93,1.0,15091094.45,1314126.0,1390383.0,14263407.7,,,125000.0,2.21,,18388.0,,0.19,140619.0,13920.0,,,2.21,125000.0,0.29,,,20.59,,,,5.03,5.03,24831806.0,269522232.17,,391.66,4.99,19.83,0.1527,23.78,0.0889
2009-04-09,2291275.0,24304798.22,1.57,4.66,1.04,36.57,1.0,14400482.23,1313399.0,1357570.0,13931936.45,,,619.0,0.1,,,,0.02,5000.0,1346.0,,,0.1,619.0,,,37813.0,20.67,0.59,,,5.02,5.02,24865040.0,263756982.45,,388.34,5.05,20.12,0.1516,23.13,0.0875
2009-04-10,2291275.0,24304798.22,1.57,4.56,1.04,36.28,1.0,14400482.23,1313399.0,1357570.0,13931936.45,,,,,,,,,,,,,,,,,,20.42,,,,4.99,4.99,25000348.0,265192267.88,,388.86,4.99,20.1,0.1522,23.22,0.0871
2009-04-13,2291275.0,24304798.22,1.57,4.56,1.04,36.12,1.0,14400482.23,1313399.0,1357570.0,13931936.45,,,,,,,,,,,,,,,,,,20.35,,,,4.99,4.99,25005752.0,265249591.05,,387.75,4.99,20.13,0.1526,23.34,0.0871
2009-04-14,2291275.0,24242076.16,1.57,4.56,1.04,36.14,1.0,14363319.69,1313399.0,1357570.0,13895983.06,,,360.0,,,,,0.0,,360.0,,,,360.0,,,,20.32,,,,4.94,4.94,25254476.0,267196617.87,,391.34,4.94,20.11,0.1524,23.29,0.0862
2009-04-15,2223796.0,23642277.33,1.53,4.48,1.01,35.1,1.0,13715596.76,1313399.0,1290091.0,13963395.66,,,,,,,,0.02,,1575.0,,,,,,1575.0,67479.0,20.4,1.11,,,4.94,4.94,25277776.0,268740563.69,,392.64,4.94,20.48,0.1477,20.93,0.0836
2009-04-16,2235801.0,23655151.88,1.53,4.48,1.02,35.32,1.0,14083167.41,1284404.0,1331091.0,13589211.07,,,2346.0,0.64,,,,0.48,41000.0,31341.0,,,0.64,2346.0,,,,19.97,,,,4.8,4.8,25468308.0,269458996.51,,394.66,4.82,20.43,0.1504,22.22,0.0836
2009-04-17,2397275.0,25289747.35,1.64,4.81,1.09,37.77,1.0,15497988.43,1307878.0,1469091.0,13797292.42,,,59251.0,2.13,,,,0.82,138000.0,53111.0,,,2.13,59251.0,,17334.0,,20.3,,,,4.9,4.9,25386676.0,267813505.75,,392.37,4.92,19.04,0.1636,27.56,0.0898
2009-04-20,2527357.0,26255571.08,1.73,5.03,1.15,39.56,1.0,16621397.3,1300960.0,1599973.0,13515086.21,,,,2.11,,,,0.17,137000.0,6918.0,,,2.11,,,,6118.0,19.98,0.11,,,4.84,4.84,25578404.0,265722493.6,,390.56,4.87,17.73,0.1565,26.05,0.094
2009-04-21,2300639.0,23884555.51,1.58,4.64,1.05,35.5,1.0,14418682.96,1290248.0,1388855.0,13394974.17,,,7490.0,0.13,,,,0.66,8882.0,42760.0,,,0.13,7490.0,,24558.0,220000.0,19.64,3.61,,,4.76,4.76,25820190.0,268057596.78,,392.27,4.77,20.04,0.1551,23.74,0.0849
2009-04-22,2298799.0,24699249.5,1.58,4.63,1.05,35.77,1.0,15120292.31,1278875.0,1407270.0,13740763.2,,,54036.0,0.28,,,,1.03,18415.0,73966.0,,,0.28,54036.0,,8557.0,,19.82,,,,4.69,4.69,25971476.0,279048305.44,,403.31,4.68,19.35,0.1543,23.98,0.0844
2009-04-23,2141260.0,23446201.44,1.47,4.23,0.97,33.96,0.0,14258267.93,1235863.0,1302158.0,13532356.12,,,31809.0,0.07,,,,1.16,4888.0,90921.0,,,0.07,31809.0,,16100.0,110000.0,19.61,1.74,,,4.48,4.48,26320028.0,288196986.12,,418.3,4.48,18.77,0.1423,19.94,0.0777
2009-04-24,2086491.0,22903612.37,1.43,4.11,0.95,33.46,0.0,13657066.38,1238610.0,1244142.0,13596341.09,,,34883.0,0.21,,,,0.72,10984.0,46536.0,,,0.21,34883.0,,14400.0,69000.0,19.88,1.02,,,4.47,4.47,26473198.0,290598840.41,,422.5,4.49,19.22,0.1408,20.53,0.0753
2009-04-27,2292891.0,25781256.41,1.57,4.51,1.04,37.27,1.0,14429273.44,1406365.0,1283287.0,15813161.93,,,16015.0,0.69,,,,1.26,39145.0,84835.0,,,0.69,16015.0,,236575.0,,22.98,,,,5.11,5.11,26112936.0,293613738.58,,425.76,5.12,16.9,0.1445,23.16,0.0833
2009-04-28,2309132.0,25711026.61,1.58,4.61,1.05,37.62,1.0,14469592.47,1355662.0,1299528.0,15094616.4,,,29145.0,0.57,,,,2.13,34241.0,128961.0,,,0.57,29145.0,,49113.0,18000.0,22.16,0.3,,,4.92,4.92,26185978.0,291567730.75,,427.42,4.93,15.84,0.1411,23.38,0.0838
2009-04-29,2263188.0,25269160.56,1.55,4.66,1.03,36.79,1.0,13620073.84,1389386.0,1219858.0,15512903.89,,,1457.0,,,,,0.7,,39645.0,,,,1457.0,,71912.0,79670.0,22.62,1.28,,,5.02,5.02,26307056.0,293726028.09,,429.07,5.01,16.39,0.1477,23.73,0.0817
2009-04-30,2465936.0,27794476.92,1.69,5.09,1.12,40.4,1.0,13963130.89,1535628.0,1238814.0,17308631.29,,,21097.0,0.84,,,,0.7,50000.0,43804.0,,,0.84,21097.0,,168949.0,31044.0,25.25,0.51,,,5.53,5.53,26209266.0,295414333.11,,430.83,5.54,21.48,0.1588,22.47,0.0889
2009-05-01,2476494.0,27913480.04,1.7,5.09,1.13,40.73,1.0,13889799.36,1552692.0,1232308.0,17500965.95,,,89603.0,,,,,1.2,,72539.0,,,,89603.0,,,6506.0,25.62,0.11,,,5.61,5.61,26114180.0,294342583.63,,430.29,5.62,21.44,0.157,22.3,0.0895
2009-05-04,2423122.0,27444567.05,1.66,4.98,1.1,39.76,1.0,14013897.1,1494320.0,1237308.0,16924845.48,,,10576.0,0.03,,,,1.18,5000.0,72154.0,,,0.03,10576.0,,3206.0,,24.64,,,,5.4,5.4,26183786.0,296560664.48,,431.1,5.41,21.98,0.1657,23.44,0.0875
