,ALHYP FP Equity_DX_SI_QTY,ALHYP FP Equity_DX_SHORT_INTEREST_VALUE,ALHYP FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ALHYP FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ALHYP FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ALHYP FP Equity_DX_SI_MV,ALHYP FP Equity_DX_DSS,ALHYP FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ALHYP FP Equity_DX_SUPPLY_SI_QTY,ALHYP FP Equity_DX_BROKER_SI_QTY,ALHYP FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ALHYP FP Equity_DX_BROKER_SI_MV_NEW_x,ALHYP FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ALHYP FP Equity_DX_SUPPLY_SI_QTY_INC_x,ALHYP FP Equity_DX_BROKER_SI_MV_INC_x,ALHYP FP Equity_DX_SUPPLY_SI_MV_NEW,ALHYP FP Equity_DX_BROKER_SI_QTY_ADD,ALHYP FP Equity_DX_BROKER_SI_QTY_NEW,ALHYP FP Equity_DX_SUPPLY_SI_MV_DEC,ALHYP FP Equity_DX_BROKER_SI_QTY_INC,ALHYP FP Equity_DX_SUPPLY_SI_QTY_DEC,ALHYP FP Equity_DX_BROKER_SI_MV_NEW_y,ALHYP FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ALHYP FP Equity_DX_BROKER_SI_MV_INC_y,ALHYP FP Equity_DX_SUPPLY_SI_QTY_INC_y,ALHYP FP Equity_DX_BROKER_SI_MV_ADD,ALHYP FP Equity_DX_SUPPLY_SI_QTY_ADD,ALHYP FP Equity_DX_BROKER_SI_QTY_DEC,ALHYP FP Equity_DX_SUPPLY_SI_MV,ALHYP FP Equity_DX_BROKER_SI_MV_DEC,ALHYP FP Equity_DX_SUPPLY_SI_MV_RMV,ALHYP FP Equity_DX_BROKER_SI_MV_RMV,ALHYP FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ALHYP FP Equity_DX_UTILIZATION_QUANTITY,ALHYP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ALHYP FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ALHYP FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ALHYP FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ALHYP FP Equity_DX_ACTIVE_UTILIZATION_MV,ALHYP FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ALHYP FP Equity_DX_BROKER_SI_CON_RATIO,ALHYP FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ALHYP FP Equity_DX_DEMAND_SUPPLY_RATIO,ALHYP FP Equity_PX_LAST
2018-06-19,7651.0,109791.85,0.35,1.55,0.15,0.11,0.0,95441.85,6276.0,6651.0,90060.6,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.38,0.0,0.0,,0.0,100.0,29.25,0.3106,43.24,0.1387,14.35
2018-06-20,7651.0,109409.3,0.35,1.54,0.15,0.11,0.0,95109.3,6276.0,6651.0,89746.8,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.38,0.0,0.0,,0.0,100.0,29.2,0.311,43.34,0.1387,14.3
2018-06-21,7651.0,109791.85,0.35,1.57,0.15,0.11,0.0,95441.85,6276.0,6651.0,90060.6,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.38,0.0,0.0,,0.0,100.0,29.15,0.3114,43.43,0.1387,14.35
2018-06-22,7651.0,109791.85,0.35,1.58,0.15,0.11,0.0,95441.85,6276.0,6651.0,90060.6,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.38,0.0,0.0,,0.0,100.0,29.08,0.3112,43.42,0.1387,14.35
2018-06-25,7651.0,109791.85,0.35,1.59,0.15,0.11,0.0,95441.85,6276.0,6651.0,90060.6,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.38,0.0,0.0,,0.0,100.0,29.14,0.3111,43.39,0.1387,14.35
2018-06-26,7651.0,112087.15,0.35,1.58,0.15,0.12,0.0,97437.15,6276.0,6651.0,91943.4,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.38,0.0,0.0,,0.0,100.0,28.97,0.3136,43.88,0.1387,14.65
2018-06-27,7651.0,108644.2,0.35,1.58,0.15,0.12,0.0,94444.2,6276.0,6651.0,89119.2,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.38,0.0,0.0,,0.0,100.0,29.67,0.3085,42.64,0.1387,14.2
2018-06-28,7651.0,110939.5,0.35,1.59,0.15,0.11,0.0,96439.5,6276.0,6651.0,91002.0,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.38,0.0,0.0,,0.0,100.0,28.94,0.3135,43.89,0.1387,14.5
2018-06-29,7651.0,112087.15,0.35,1.63,0.15,0.12,0.0,97437.15,6276.0,6651.0,91943.4,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.38,0.0,0.0,,0.0,100.0,28.92,0.3121,43.66,0.1387,14.65
2018-07-02,7651.0,110939.5,0.35,1.65,0.15,0.12,0.0,96439.5,6276.0,6651.0,91002.0,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.38,0.0,0.0,,0.0,100.0,29.45,0.3104,43.09,0.1387,14.5
2018-07-03,7651.0,109409.3,0.35,1.65,0.15,0.11,0.0,95109.3,6276.0,6651.0,89746.8,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.38,0.0,0.0,,0.0,100.0,29.68,0.3096,42.83,0.1387,14.3
2018-07-04,7651.0,109791.85,0.35,1.66,0.15,0.11,0.0,95441.85,6276.0,6651.0,90060.6,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.53,0.0,0.0,,0.0,100.0,29.76,0.3103,42.93,0.1405,14.35
2018-07-05,7651.0,110939.5,0.35,1.83,0.15,0.11,0.0,96439.5,6276.0,6651.0,91002.0,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.53,0.0,0.0,,0.0,100.0,28.95,0.312,43.63,0.1405,14.5
2018-07-06,7651.0,110939.5,0.35,1.91,0.15,0.11,0.0,96439.5,6276.0,6651.0,91002.0,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.53,0.0,0.0,,0.0,100.0,29.1,0.3114,43.44,0.1405,14.5
2018-07-09,7651.0,111322.05,0.35,1.93,0.15,0.11,0.0,96772.05,6276.0,6651.0,91315.8,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.53,0.0,0.0,,0.0,100.0,29.18,0.3112,43.37,0.1405,14.55
2018-07-10,7651.0,112852.25,0.35,2.0,0.15,0.12,0.0,98102.25,6276.0,6651.0,92571.0,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.53,0.0,0.0,,0.0,100.0,29.02,0.3124,43.66,0.1405,14.75
2018-07-11,7651.0,112087.15,0.35,2.08,0.15,0.12,0.0,97437.15,6276.0,6651.0,91943.4,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.53,0.0,0.0,,0.0,100.0,29.28,0.3111,43.31,0.1405,14.65
2018-07-12,7651.0,114765.0,0.35,2.05,0.15,0.12,0.0,99765.0,6276.0,6651.0,94140.0,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.53,0.0,0.0,,0.0,100.0,28.9,0.3138,43.96,0.1405,15.0
2018-07-13,7651.0,113617.35,0.35,2.5,0.15,0.12,0.0,98767.35,6276.0,6651.0,93198.6,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.53,0.0,0.0,,0.0,100.0,29.32,0.3098,43.06,0.1405,14.85
2018-07-16,7651.0,113999.9,0.35,2.8,0.15,0.12,0.0,99099.9,6276.0,6651.0,93512.4,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.53,0.0,0.0,,0.0,100.0,29.06,0.3113,43.46,0.1405,14.9
2018-07-17,7651.0,116295.2,0.35,2.93,0.15,0.12,0.0,101095.2,6276.0,6651.0,95395.2,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.53,0.0,0.0,,0.0,100.0,28.98,0.3136,43.88,0.1405,15.2
2018-07-18,7651.0,113234.8,0.35,3.19,0.15,0.12,0.0,98434.8,6276.0,6651.0,92884.8,,,,,,,,,,,,,,,,,,0.1,,,,100.0,11.53,0.0,0.0,,0.0,100.0,29.51,0.3085,42.73,0.1405,14.8
2018-07-19,7651.0,113234.8,0.35,3.58,0.15,0.12,0.0,98434.8,6276.0,6651.0,92884.8,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.53,0.0,0.0,,0.0,100.0,29.26,0.3108,43.27,0.1405,14.8
2018-07-20,7651.0,113999.9,0.35,3.7,0.15,0.12,0.0,99099.9,6276.0,6651.0,93512.4,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.53,0.0,0.0,,0.0,100.0,28.9,0.312,43.66,0.1405,14.9
2018-07-23,7651.0,115147.55,0.35,3.63,0.15,0.12,0.0,100097.55,6276.0,6651.0,94453.8,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.07,0.3124,43.64,0.1427,15.05
2018-07-24,7651.0,116295.2,0.35,3.68,0.15,0.12,0.0,101095.2,6276.0,6651.0,95395.2,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.03,0.3125,43.67,0.1427,15.2
2018-07-25,7651.0,115912.65,0.35,3.59,0.15,0.12,0.0,100762.65,6276.0,6651.0,95081.4,,,,,,,,,,,,,,,,,,0.1,,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.16,0.3107,43.3,0.1427,15.15
2018-07-26,7651.0,115147.55,0.35,3.58,0.15,0.12,0.0,100097.55,6276.0,6651.0,94453.8,,,,,,,,,,,,,,,,,,0.1,,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.27,0.3109,43.28,0.1427,15.05
2018-07-27,7651.0,113234.8,0.35,3.54,0.15,0.12,0.0,98434.8,6276.0,6651.0,92884.8,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.4,0.3095,42.98,0.1427,14.8
2018-07-30,7650.0,114750.0,0.35,3.5,0.15,0.12,0.0,99750.0,6276.0,6650.0,94140.0,,,,,,,,,,,,,,,,,1.0,0.09,0.0,,,100.0,11.7,0.0,0.0,,0.0,100.0,28.93,0.3128,43.77,0.1427,15.0
2018-07-31,7650.0,114750.0,0.35,3.41,0.15,0.12,0.0,99750.0,6276.0,6650.0,94140.0,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.22,0.3114,43.39,0.1427,15.0
2018-08-01,7609.0,114135.0,0.35,3.39,0.15,0.12,0.0,99135.0,6276.0,6609.0,94140.0,,,,,,,,,,,,,,,,,41.0,0.09,0.0,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.37,0.3131,43.62,0.1419,15.0
2018-08-02,7608.0,113739.6,0.35,3.35,0.15,0.12,0.0,98789.6,6276.0,6608.0,93826.2,,,,,,,,,,,,,,,,,1.0,0.09,0.0,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.46,0.313,43.54,0.1419,14.95
2018-08-03,7608.0,113359.2,0.35,3.34,0.15,0.12,0.0,98459.2,6276.0,6608.0,93512.4,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.44,0.3127,43.5,0.1419,14.9
2018-08-06,7608.0,114120.0,0.35,3.29,0.15,0.12,0.0,99120.0,6276.0,6608.0,94140.0,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.31,0.3137,43.74,0.1419,15.0
2018-08-07,7608.0,114120.0,0.35,3.34,0.15,0.12,0.0,99120.0,6276.0,6608.0,94140.0,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.28,0.3132,43.67,0.1419,15.0
2018-08-08,7608.0,113739.6,0.35,3.35,0.15,0.12,0.0,98789.6,6276.0,6608.0,93826.2,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.39,0.3125,43.51,0.1419,14.95
2018-08-09,7608.0,113739.6,0.35,3.34,0.15,0.12,0.0,98789.6,6276.0,6608.0,93826.2,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.4,0.3136,43.68,0.1419,14.95
2018-08-10,7608.0,113359.2,0.35,3.36,0.15,0.12,0.0,98459.2,6276.0,6608.0,93512.4,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.59,0.3127,43.43,0.1419,14.9
2018-08-13,7608.0,113739.6,0.35,3.38,0.15,0.12,0.0,98789.6,6276.0,6608.0,93826.2,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.24,0.3136,43.76,0.1419,14.95
2018-08-14,7608.0,114120.0,0.35,3.48,0.15,0.12,0.0,99120.0,6276.0,6608.0,94140.0,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.32,0.3137,43.74,0.1419,15.0
2018-08-15,7607.0,114105.0,0.35,3.54,0.15,0.12,0.0,99105.0,6276.0,6607.0,94140.0,,,,,,,,,,,,,,,,,1.0,0.09,0.0,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.39,0.3127,43.53,0.1419,15.0
2018-08-16,7607.0,112203.25,0.35,3.61,0.15,0.12,0.0,97453.25,6276.0,6607.0,92571.0,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.48,0.3116,43.3,0.1419,14.75
2018-08-17,7607.0,108780.1,0.35,3.64,0.15,0.11,0.0,94480.1,6276.0,6607.0,89746.8,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.67,0.3096,42.87,0.1419,14.3
2018-08-20,7607.0,110301.5,0.35,3.61,0.15,0.11,0.0,95801.5,6276.0,6607.0,91002.0,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.09,0.3142,43.93,0.1419,14.5
2018-08-21,7607.0,109921.15,0.35,3.7,0.15,0.11,0.0,95471.15,6276.0,6607.0,90688.2,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.23,0.3124,43.57,0.1419,14.45
2018-08-22,7607.0,109540.8,0.35,3.65,0.15,0.11,0.0,95140.8,6276.0,6607.0,90374.4,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.29,0.3127,43.59,0.1418,14.4
2018-08-23,7607.0,109921.15,0.35,3.97,0.15,0.11,0.0,95471.15,6276.0,6607.0,90688.2,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.33,0.3138,43.75,0.1418,14.45
2018-08-24,7607.0,109921.15,0.35,4.4,0.15,0.11,0.0,95471.15,6276.0,6607.0,90688.2,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.26,0.3129,43.64,0.1418,14.45
2018-08-27,7607.0,110681.85,0.35,4.45,0.15,0.11,0.0,96131.85,6276.0,6607.0,91315.8,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.24,0.3131,43.68,0.1418,14.55
2018-08-28,7607.0,110681.85,0.35,4.29,0.15,0.11,0.0,96131.85,6276.0,6607.0,91315.8,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.3,0.3133,43.69,0.1418,14.55
2018-08-29,7607.0,108399.75,0.35,4.47,0.15,0.11,0.0,94149.75,6276.0,6607.0,89433.0,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.66,0.3107,43.06,0.1418,14.25
2018-08-30,7607.0,109540.8,0.35,4.37,0.15,0.11,0.0,95140.8,6276.0,6607.0,90374.4,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.28,0.3141,43.82,0.1418,14.4
2018-08-31,7607.0,108019.4,0.35,4.37,0.15,0.11,0.0,93819.4,6276.0,6607.0,89119.2,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.37,0.312,43.42,0.1418,14.2
2018-09-03,7607.0,107258.7,0.35,4.46,0.15,0.11,0.0,93158.7,6276.0,6607.0,88491.6,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.45,0.3123,43.43,0.1418,14.1
2018-09-04,7607.0,103835.55,0.35,4.78,0.15,0.11,0.0,90185.55,6276.0,6607.0,85667.4,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.82,0.3093,42.73,0.1418,13.65
2018-09-05,7607.0,104976.6,0.35,4.78,0.15,0.11,0.0,91176.6,6276.0,6607.0,86608.8,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.1,0.3143,43.96,0.1418,13.8
2018-09-06,7607.0,104215.9,0.35,5.2,0.15,0.11,0.0,90515.9,6276.0,6607.0,85981.2,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.37,0.3125,43.51,0.1418,13.7
2018-09-07,7607.0,105737.3,0.35,5.61,0.15,0.11,0.0,91837.3,6276.0,6607.0,87236.4,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.24,0.3148,43.97,0.1418,13.9
2018-09-10,7607.0,102314.15,0.35,6.43,0.15,0.11,0.0,88864.15,6276.0,6607.0,84412.2,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.67,0.3097,42.88,0.1418,13.45
2018-09-11,7607.0,101553.45,0.35,6.67,0.15,0.11,0.0,88203.45,6276.0,6607.0,83784.6,,,,,,,,,,,,,,,,,,0.08,,,,100.0,11.7,0.0,0.0,,0.0,100.0,29.47,0.312,43.38,0.1418,13.35
2018-09-12,7407.0,97031.7,0.34,7.06,0.15,0.1,0.0,83931.7,6276.0,6407.0,82215.6,,,,,,,,,,,,,,,,,200.0,0.08,0.0,,,100.0,11.7,0.0,0.0,,0.0,100.0,27.58,0.3123,44.34,0.1381,13.1
2018-09-13,7407.0,96661.35,0.34,7.32,0.15,0.1,0.0,83611.35,6276.0,6407.0,81901.8,,,,,,,,,,,,,,,,,,0.08,,,,100.0,11.7,0.0,0.0,,0.0,100.0,27.32,0.3144,44.81,0.1381,13.05
2018-09-14,7407.0,99253.8,0.34,7.3,0.15,0.1,0.0,85853.8,6276.0,6407.0,84098.4,,,,,,,,,,,,,,,,,,0.08,,,,100.0,11.7,0.0,0.0,,0.0,100.0,27.16,0.3183,45.49,0.1381,13.4
2018-09-17,8407.0,111813.1,0.38,8.13,0.17,0.12,0.0,98513.1,6276.0,7407.0,83470.8,,,,0.01,,,,,1000.0,,,,0.01,,,,,0.08,,,,100.0,11.7,0.0,0.0,,0.0,100.0,24.65,0.2892,39.53,0.1567,13.3
2018-09-18,8308.0,110911.8,0.38,8.03,0.17,0.11,0.0,97561.8,6276.0,7308.0,83784.6,,,,,,,,,,,,,,,,,99.0,0.08,0.0,,,100.0,11.7,0.0,0.0,,0.0,100.0,24.49,0.2913,40.25,0.1549,13.35
2018-09-19,7402.0,100297.1,0.34,7.25,0.15,0.1,0.0,86747.1,6276.0,6402.0,85039.8,,,,,,,,,,,,,,,,,906.0,0.08,0.01,,,100.0,11.74,0.0,0.0,,0.0,100.0,27.21,0.3167,45.22,0.1385,13.55
2018-09-20,7402.0,98076.5,0.34,7.55,0.15,0.1,0.0,84826.5,6276.0,6402.0,83157.0,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.74,0.0,0.0,,0.0,100.0,27.56,0.3123,44.36,0.1385,13.25
2018-09-21,7402.0,102147.6,0.34,4.03,0.15,0.1,0.0,88347.6,6276.0,6402.0,86608.8,,,,,,,,,,,,,,,,,,0.08,,,,100.0,11.74,0.0,0.0,,0.0,100.0,26.97,0.3199,45.83,0.1385,13.8
2018-09-24,7402.0,97336.3,0.34,4.06,0.15,0.1,0.0,84186.3,6276.0,6402.0,82529.4,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.74,0.0,0.0,,0.0,100.0,27.96,0.3098,43.77,0.1385,13.15
2018-09-25,7402.0,98076.5,0.34,4.07,0.15,0.1,0.0,84826.5,6276.0,6402.0,83157.0,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.74,0.0,0.0,,0.0,100.0,27.1,0.3136,44.79,0.1385,13.25
2018-09-26,7402.0,96966.2,0.34,4.11,0.15,0.1,0.0,83866.2,6276.0,6402.0,82215.6,,,,,,,,,,,,,,,,,,0.08,,,,100.0,11.74,0.0,0.0,,0.0,100.0,27.62,0.3135,44.53,0.1385,13.1
2018-09-27,7402.0,96226.0,0.34,4.06,0.15,0.1,0.0,83226.0,6276.0,6402.0,81588.0,,,,,,,,,,,,,,,,,,0.08,,,,100.0,11.74,0.0,0.0,,0.0,100.0,27.67,0.3142,44.62,0.1385,13.0
2018-09-28,7399.0,101366.3,0.34,4.17,0.15,0.1,0.0,87666.3,6276.0,6399.0,85981.2,,,,,,,,,,,,,,,,,3.0,0.08,0.0,,,100.0,11.74,0.0,0.0,,0.0,100.0,26.92,0.3212,46.05,0.1384,13.7
2018-10-01,7391.0,100148.05,0.34,4.19,0.15,0.1,0.0,86598.05,6276.0,6391.0,85039.8,,,,,,,,,,,,,,,,,8.0,0.09,0.0,,,100.0,11.74,0.0,0.0,,0.0,100.0,27.66,0.3143,44.65,0.1383,13.55
2018-10-02,7391.0,100148.05,0.34,3.87,0.15,0.1,0.0,86598.05,6276.0,6391.0,85039.8,,,,,,,,,,,,,,,,,,0.09,,,,100.0,11.74,0.0,0.0,,0.0,100.0,27.53,0.3152,44.85,0.1383,13.55
2018-10-03,7362.0,101227.5,0.34,3.97,0.15,0.1,0.0,87477.5,6276.0,6362.0,86295.0,,,,,,,,,,,,,,,,,29.0,0.09,0.0,,,100.0,11.74,0.0,0.0,,0.0,100.0,27.43,0.3191,45.52,0.1377,13.75
2018-10-04,7333.0,100828.75,0.33,3.81,0.15,0.1,0.0,87078.75,6276.0,6333.0,86295.0,,,,,,,,,,,,,,,,,29.0,0.09,0.0,,,100.0,11.74,0.0,0.0,,0.0,100.0,27.67,0.3181,45.27,0.1372,13.75
2018-10-05,7308.0,100485.0,0.33,3.8,0.15,0.1,0.0,86735.0,6276.0,6308.0,86295.0,,,,,,,,,,,,,,,,,25.0,0.09,0.0,,,100.0,11.74,0.0,0.0,,0.0,100.0,27.74,0.3194,45.45,0.1367,13.75
2018-10-08,7273.0,96367.25,0.33,3.72,0.15,0.1,0.0,83117.25,6276.0,6273.0,83157.0,,,,,,,,,,,,,,,,,35.0,0.09,0.0,,,100.0,11.74,0.0,0.0,,0.0,100.0,28.43,0.3163,44.63,0.1361,13.25
2018-10-09,7238.0,91560.7,0.33,3.6,0.15,0.1,0.0,78910.7,6276.0,6238.0,79391.4,,,,,,,,,,,,,,,,,35.0,0.08,0.0,,,100.0,11.74,0.0,0.0,,0.0,100.0,28.65,0.3167,44.59,0.1354,12.65
2018-10-10,7186.0,89825.0,0.33,3.3,0.15,0.09,0.0,77325.0,6276.0,6186.0,78450.0,,,,,,,,,,,,,,,,,52.0,0.08,0.0,,,100.0,11.74,0.0,0.0,,0.0,100.0,28.27,0.3241,45.92,0.1344,12.5
2018-10-11,7092.0,85813.2,0.32,3.18,0.14,0.09,0.0,73713.2,6276.0,6092.0,75939.6,,,,,,,,,,,,,,,,,94.0,0.08,0.0,,,100.0,11.74,0.0,0.0,,0.0,100.0,28.92,0.3266,45.94,0.1327,12.1
2018-10-12,7045.0,85596.75,0.32,3.03,0.14,0.09,0.0,73446.75,6276.0,6045.0,76253.4,,,,,,,,,,,,,,,,,47.0,0.08,0.0,,,100.0,11.74,0.0,0.0,,0.0,100.0,28.78,0.334,47.07,0.1318,12.15
2018-10-15,6946.0,86477.7,0.32,2.93,0.14,0.09,0.0,74027.7,6276.0,5946.0,78136.2,,,,,,,,,,,,,,,,,99.0,0.08,0.0,,,100.0,11.74,0.0,0.0,,0.0,100.0,28.81,0.3436,48.31,0.13,12.45
2018-10-16,6856.0,86042.8,0.31,2.77,0.14,0.09,0.0,73492.8,6276.0,5856.0,78763.8,,,,,,,,,,,,,,,,,90.0,0.08,0.0,,,100.0,11.74,0.0,0.0,,0.0,100.0,29.37,0.3481,48.55,0.1283,12.55
2018-10-17,6819.0,85919.4,0.31,2.79,0.14,0.09,0.0,73319.4,6276.0,5819.0,79077.6,,,,,,,,,,,,,,,,,37.0,0.08,0.0,,,100.0,11.74,0.0,0.0,,0.0,100.0,29.74,0.3502,48.61,0.1276,12.6
2018-10-18,6681.0,83178.45,0.3,2.68,0.13,0.09,0.0,70728.45,6276.0,5681.0,78136.2,,,,,,,,,,,,,,,,,138.0,0.08,0.0,,,100.0,11.74,0.0,0.0,,0.0,100.0,30.57,0.3594,49.17,0.125,12.45
2018-10-19,6543.0,80806.05,0.3,2.59,0.13,0.08,0.0,68456.05,6276.0,5543.0,77508.6,,,,,,,,,,,,,,,,,138.0,0.08,0.0,,,100.0,11.74,0.0,0.0,,0.0,100.0,30.94,0.3725,50.34,0.1224,12.35
2018-10-22,6543.0,77534.55,0.3,2.58,0.13,0.08,0.0,65684.55,6276.0,5543.0,74370.6,,,,,,,,,,,,,,,,,,0.08,,,,100.0,11.74,0.0,0.0,,0.0,100.0,31.59,0.3683,49.44,0.1224,11.85
2018-10-23,6352.0,74000.8,0.29,2.53,0.13,0.08,0.0,62350.8,6276.0,5352.0,73115.4,,,,,,,,,,,,,,,,,191.0,0.07,0.0,,,100.0,11.74,0.0,0.0,,0.0,100.0,32.07,0.3917,51.53,0.1188,11.65
2018-10-24,6352.0,75271.2,0.29,2.54,0.13,0.08,0.0,63421.2,6276.0,5352.0,74370.6,,,,,,,,,,,,,,,,,,0.07,,,,100.0,11.74,0.0,0.0,,0.0,100.0,31.64,0.396,52.29,0.1188,11.85
2018-10-25,6352.0,70824.8,0.29,2.55,0.13,0.08,0.0,59674.8,6276.0,5352.0,69977.4,,,,,,,,,,,,,,,,,,0.07,,,,100.0,11.74,0.0,0.0,,0.0,100.0,32.81,0.3864,50.43,0.1188,11.15
2018-10-26,6352.0,67331.2,0.29,2.48,0.13,0.07,0.0,56731.2,6276.0,5352.0,66525.6,,,,,,,,,,,,,,,,,,0.07,,,,100.0,11.74,0.0,0.0,,0.0,100.0,32.64,0.3872,50.63,0.1188,10.6
2018-10-29,6352.0,67648.8,0.29,2.46,0.13,0.07,0.0,56998.8,6276.0,5352.0,66839.4,,,,,,,,,,,,,,,,,,0.07,,,,100.0,11.74,0.0,0.0,,0.0,100.0,31.72,0.3947,52.08,0.1188,10.65
2018-10-30,6352.0,67013.6,0.29,2.41,0.13,0.07,0.0,56463.6,6276.0,5352.0,66211.8,,,,,,,,,,,,,,,,,,0.07,,,,100.0,11.74,0.0,0.0,,0.0,100.0,31.97,0.3929,51.74,0.1188,10.55
2018-10-31,6352.0,69236.8,0.29,2.4,0.13,0.07,0.0,58336.8,6276.0,5352.0,68408.4,,,,,,,,,,,,,,,,,,0.07,,,,100.0,11.74,0.0,0.0,,0.0,100.0,31.31,0.3982,52.73,0.1188,10.9
