,VAC FP Equity_DX_SI_QTY,VAC FP Equity_DX_SHORT_INTEREST_VALUE,VAC FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,VAC FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,VAC FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,VAC FP Equity_DX_SI_MV,VAC FP Equity_DX_DSS,VAC FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,VAC FP Equity_DX_SUPPLY_SI_QTY,VAC FP Equity_DX_BROKER_SI_QTY,VAC FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,VAC FP Equity_DX_BROKER_SI_MV_NEW_x,VAC FP Equity_DX_SUPPLY_SI_QTY_NEW_x,VAC FP Equity_DX_SUPPLY_SI_QTY_INC_x,VAC FP Equity_DX_BROKER_SI_MV_INC_x,VAC FP Equity_DX_SUPPLY_SI_MV_NEW,VAC FP Equity_DX_BROKER_SI_QTY_ADD,VAC FP Equity_DX_BROKER_SI_QTY_NEW,VAC FP Equity_DX_SUPPLY_SI_MV_DEC,VAC FP Equity_DX_BROKER_SI_QTY_INC,VAC FP Equity_DX_SUPPLY_SI_QTY_DEC,VAC FP Equity_DX_BROKER_SI_MV_NEW_y,VAC FP Equity_DX_SUPPLY_SI_QTY_NEW_y,VAC FP Equity_DX_BROKER_SI_MV_INC_y,VAC FP Equity_DX_SUPPLY_SI_QTY_INC_y,VAC FP Equity_DX_BROKER_SI_MV_ADD,VAC FP Equity_DX_SUPPLY_SI_QTY_ADD,VAC FP Equity_DX_BROKER_SI_QTY_DEC,VAC FP Equity_DX_SUPPLY_SI_MV,VAC FP Equity_DX_BROKER_SI_MV_DEC,VAC FP Equity_DX_SUPPLY_SI_MV_RMV,VAC FP Equity_DX_BROKER_SI_MV_RMV,VAC FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,VAC FP Equity_DX_UTILIZATION_QUANTITY,VAC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,VAC FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,VAC FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,VAC FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,VAC FP Equity_DX_ACTIVE_UTILIZATION_MV,VAC FP Equity_DX_BROKER_SI_MARKET_SHARE_2,VAC FP Equity_DX_BROKER_SI_CON_RATIO,VAC FP Equity_DX_BROKER_SI_MARKET_SHARE_1,VAC FP Equity_DX_DEMAND_SUPPLY_RATIO
2006-09-12,24617.0,1794891.84,0.56,2.99,0.28,2.14,0.0,1559092.18,3234.0,21383.0,235799.66,,,5.0,,,,,0.0,,9.0,,,,5.0,,,174.0,0.28,0.01,,,0.41,0.41,780433.0,56903474.11,,68.41,0.41,12.54,0.6419,78.64,0.0314
2006-09-13,24654.0,1781210.66,0.56,2.82,0.28,2.14,0.0,1558974.76,3076.0,21578.0,222235.9,,,12.0,0.01,,,,0.02,196.0,170.0,,,0.01,12.0,,,,0.27,,,,0.39,0.39,793987.0,57364245.48,,69.18,0.38,12.48,0.6446,78.83,0.0309
2006-09-14,23716.0,1699655.4,0.54,2.61,0.27,2.05,0.0,1539336.24,2236.0,21479.0,160247.49,,,12.0,,,,,0.08,,959.0,,,,12.0,,108.0,99.0,0.19,0.01,,,0.29,0.29,780914.0,55965790.93,,67.71,0.28,12.52,0.6369,78.34,0.0303
2006-09-15,24121.0,1794783.05,0.55,2.76,0.27,2.12,0.0,1567914.62,3049.0,21072.0,226868.44,,,841.0,,,,,0.0,,28.0,,,,841.0,,,407.0,0.27,0.01,,,0.39,0.39,777376.0,57842596.45,,68.39,0.39,12.55,0.6311,77.92,0.0309
2006-09-18,24021.0,1765399.48,0.55,2.68,0.27,2.1,0.0,1602463.28,2217.0,21804.0,162936.21,,,4.0,0.06,,,,0.07,731.0,837.0,,,0.06,4.0,,,,0.19,,,,0.28,0.28,779899.0,57317900.66,,68.64,0.28,12.2,0.6411,78.66,0.0307
2006-09-19,25222.0,1853665.78,0.58,2.57,0.29,2.21,0.0,1584898.21,3657.0,21565.0,268767.57,,,854.0,,,,,,,,,,,854.0,,587.0,239.0,0.32,0.02,,,0.47,0.47,778216.0,57194210.25,,68.46,0.47,11.99,0.6054,76.36,0.0323
2006-09-20,21864.0,1653172.64,0.5,2.29,0.25,1.98,0.0,1383692.8,3563.0,18300.0,269404.23,,,,,,,,0.0,,94.0,,,,,,,3264.0,0.32,0.23,,,0.45,0.45,788334.0,59607217.47,,70.87,0.45,9.92,0.7591,86.51,0.0276
2006-09-21,22324.0,1687027.05,0.51,2.32,0.25,2.02,0.0,1416712.78,3578.0,18747.0,270389.84,,,21.0,0.04,,,,0.0,446.0,7.0,,,0.04,21.0,,,,0.32,,,,0.46,0.46,774037.0,58494058.43,,69.87,0.46,9.61,0.7639,86.82,0.0287
2006-09-22,22389.0,1673346.37,0.51,2.29,0.26,2.02,0.0,1404657.28,3595.0,18794.0,268689.1,,,17.0,0.0,,,,,47.0,,,,0.0,17.0,,,,0.33,,,,0.46,0.46,774690.0,57900071.58,,69.69,0.46,9.56,0.7644,86.85,0.0288
2006-09-25,20351.0,1521026.94,0.47,2.1,0.23,1.84,0.0,1252412.58,3594.0,16757.0,268614.36,,,7.0,,,,,0.0,,8.0,,,,7.0,,,2037.0,0.32,0.19,,,0.46,0.46,774870.0,57913524.72,,69.72,0.46,3.37,0.9231,96.02,0.0261
2006-09-26,20314.0,1501392.0,0.47,2.17,0.23,1.84,0.0,1235836.15,3593.0,16721.0,265555.85,,,,,,,,0.0,,1.0,,,,,,,36.0,0.32,0.0,,,0.46,0.46,774613.0,57251046.44,,69.54,0.47,3.37,0.923,96.01,0.0261
2006-09-27,18561.0,1391096.39,0.43,1.97,0.21,1.65,0.0,1259339.08,1759.0,16803.0,131832.26,,,,0.0,,,,0.17,82.0,1834.0,,,0.0,,,,,0.16,,,,0.22,0.22,793660.0,59482654.94,,70.99,0.22,3.35,0.9233,96.03,0.0233
2006-09-28,18553.0,1386645.02,0.42,2.03,0.21,1.68,0.0,1255103.21,1759.0,16793.0,131467.07,,,1.0,,,,,,,,,,,1.0,,,10.0,0.16,0.0,,,0.23,0.23,776307.0,58020925.62,,69.7,0.23,3.36,0.9233,96.03,0.0238
2006-09-29,18502.0,1373614.41,0.42,2.07,0.21,1.67,0.0,1243098.02,1758.0,16744.0,130516.38,,,,,,,,0.0,,1.0,,,,,,,50.0,0.16,0.0,,,0.23,0.23,776161.0,57623280.21,,69.52,0.23,3.36,0.9231,96.01,0.0238
2006-10-02,18620.0,1343717.87,0.43,2.09,0.21,1.66,0.0,1216779.11,1758.0,16861.0,126866.6,,,,0.0,,,,0.0,118.0,0.0,,,0.0,,,,,0.16,,,,0.23,0.23,778345.0,56169499.95,,68.85,0.23,3.34,0.9235,96.04,0.0239
2006-10-03,18552.0,1335729.37,0.42,2.09,0.21,1.61,0.0,1209082.75,1760.0,16793.0,126718.61,,,2.0,,,,,,,,,,,2.0,,,69.0,0.15,0.04,,,0.22,0.22,781738.0,56284519.4,,68.43,0.22,3.36,0.9233,96.03,0.0237
2006-10-04,18545.0,1376806.79,0.42,2.11,0.21,1.61,0.0,1246141.92,1760.0,16785.0,130664.87,,,0.0,,,,,,,,,,,0.0,,,8.0,0.15,0.0,,,0.22,0.22,793484.0,58909364.0,,69.72,0.22,3.36,0.9232,96.02,0.0233
2006-10-05,18542.0,1378123.86,0.42,2.11,0.21,1.66,0.0,1247312.84,1760.0,16782.0,130811.02,,,1.0,,,,,,,,,,,1.0,,,3.0,0.16,0.0,,,0.23,0.23,774648.0,57575282.89,,68.9,0.23,3.36,0.9232,96.02,0.0239
2006-10-06,18507.0,1352469.06,0.42,2.02,0.21,1.66,0.0,1223558.08,1764.0,16743.0,128910.98,,,3.0,,,,,,,,,,,3.0,,,38.0,0.16,0.0,,,0.23,0.23,774483.0,56598276.02,,68.81,0.23,3.38,0.9231,96.01,0.0238
2006-10-09,18561.0,1353332.55,0.43,1.95,0.21,1.63,0.0,1225006.21,1760.0,16801.0,128326.35,,,,0.0,,,,0.0,57.0,3.0,,,0.0,,,,,0.15,,,,0.23,0.23,777032.0,56655498.03,,68.29,0.23,3.36,0.9233,96.03,0.0238
2006-10-10,18484.0,1343113.31,0.42,1.92,0.21,1.63,0.0,1215225.44,1760.0,16724.0,127887.87,,,,,,,,0.0,,1.0,,,,,,,77.0,0.16,0.0,,,0.23,0.23,776213.0,56402402.87,,68.2,0.23,3.37,0.923,96.01,0.0238
2006-10-11,18539.0,1376361.34,0.42,1.98,0.21,1.62,0.0,1245696.47,1760.0,16779.0,130664.87,,,0.0,0.0,,,,,55.0,,,,0.0,0.0,,,,0.15,,,,0.22,0.22,793365.0,58900529.27,,70.05,0.22,3.36,0.9232,96.02,0.0233
2006-10-12,18605.0,1390531.48,0.43,2.0,0.21,1.66,0.0,1258989.67,1759.0,16845.0,131467.07,,,,0.03,,,,0.0,66.0,0.0,,,0.03,,,,,0.16,,,,0.23,0.23,776588.0,58041927.47,,69.21,0.23,3.34,0.9235,96.04,0.0239
2006-10-13,18519.0,1384103.87,0.42,2.15,0.21,1.67,0.0,1252562.06,1761.0,16759.0,131616.55,,,1.0,,,,,,,,,,,1.0,,,87.0,0.16,0.0,,,0.23,0.23,775107.0,57931238.02,,69.42,0.23,3.36,0.9231,96.02,0.0238
2006-10-16,18582.0,1389584.03,0.43,2.19,0.21,1.67,0.0,1257969.14,1760.0,16822.0,131614.89,,,,0.0,,,,0.0,63.0,1.0,,,0.0,,,,,0.16,,,,0.23,0.23,775912.0,58023620.9,,69.41,0.23,3.35,0.9234,96.03,0.0239
2006-10-17,18583.0,1395060.04,0.43,2.19,0.21,1.67,0.0,1262933.6,1760.0,16823.0,132126.44,,,0.0,0.0,,,,,2.0,,,,0.0,0.0,,,,0.16,,,,0.23,0.23,776175.0,58268886.92,,69.61,0.23,3.35,0.9234,96.03,0.0239
2006-10-18,28624.0,2151233.46,0.66,3.41,0.33,2.58,0.0,2018660.24,1764.0,26860.0,132573.22,,,4.0,0.01,,10000.0,,,37.0,,,,0.01,4.0,0.9,,,0.16,,,,0.22,0.22,793973.0,59670950.31,,71.62,0.22,36.28,0.5065,61.19,0.036
2006-10-19,28551.0,2143376.16,0.65,3.55,0.33,2.57,0.0,2018306.47,1667.0,26885.0,125144.76,,,,0.0,,,,0.01,25.0,97.0,,,0.0,,,,,0.15,,,,0.21,0.21,776769.0,58313479.59,,69.88,0.21,36.52,0.514,61.67,0.0367
2006-10-20,28524.0,2146086.72,0.65,3.5,0.33,2.57,0.0,2020966.04,1663.0,26861.0,125120.68,,,7.0,,,,,0.0,,10.0,,,,7.0,,,24.0,0.15,0.0,,,0.21,0.21,777129.0,58469577.37,,70.12,0.21,36.56,0.5141,61.66,0.0366
2006-10-23,18383.0,1387678.67,0.42,2.25,0.21,1.67,0.0,1262445.63,1659.0,16724.0,125233.04,,,,,,,,0.0,,4.0,,,,,,,10136.0,0.15,0.9,,,100.0,0.21,0.0,0.0,,0.0,100.0,2.83,0.9451,97.17,0.0236
2006-10-24,18464.0,1387659.82,0.42,2.23,0.21,1.68,0.0,1262977.86,1658.0,16805.0,124606.8,,,,0.01,,,,0.0,81.0,1.0,,,0.01,,,,,0.15,,,,100.0,0.21,0.0,0.0,,0.0,100.0,2.81,0.9454,97.19,0.0237
2006-10-25,18494.0,1397593.55,0.42,2.44,0.21,1.67,0.0,1272373.88,1657.0,16837.0,125219.67,,,,0.0,,,,0.0,32.0,1.0,,,0.0,,,,,0.15,,,,100.0,0.2,0.0,0.0,,0.0,100.0,2.8,0.9455,97.2,0.0226
2006-10-26,18544.0,1395212.18,0.42,2.58,0.21,1.68,0.0,1270618.16,1657.0,16888.0,124669.25,,,,0.01,,,,0.0,50.0,1.0,,,0.01,,,,,0.15,,,,100.0,0.22,0.0,0.0,,0.0,100.0,2.79,0.9457,97.21,0.0242
2006-10-27,18520.0,1391099.5,0.42,2.61,0.21,1.67,0.0,1266486.43,1658.0,16861.0,124537.96,,,2.0,,,,,,,,,,,2.0,,,26.0,0.15,0.01,,,100.0,0.22,0.0,0.0,,0.0,100.0,2.8,0.9456,97.2,0.0242
2006-10-30,18447.0,1390977.92,0.42,2.77,0.21,1.67,0.0,1265882.66,1659.0,16788.0,125095.27,,,1.0,,,,,,,,,,,1.0,,,74.0,0.15,0.0,,,0.22,0.22,763165.0,57545707.57,,69.14,0.22,2.8,0.9336,96.58,0.0241
2006-10-31,18492.0,1380550.25,0.42,3.16,0.21,1.68,0.0,1256844.22,1657.0,16835.0,123706.02,,,,0.01,,,,0.0,47.0,2.0,,,0.01,,,,,0.15,,,,0.22,0.22,763566.0,57005257.91,,68.96,0.22,2.79,0.9338,96.59,0.0242
2006-11-01,18412.0,1379929.24,0.42,3.08,0.21,1.66,0.0,1255816.55,1657.0,16756.0,124187.64,,,,,,,,0.0,,1.0,,,,,,,80.0,0.15,0.02,,,0.21,0.21,775980.0,58157587.1,,69.82,0.21,2.8,0.9335,96.58,0.0237
2006-11-02,18070.0,1363300.91,0.41,3.11,0.21,1.63,0.0,1264769.04,1306.0,16764.0,98531.88,,,,0.01,,,,0.03,8.0,350.0,,,0.01,,,,,0.12,,,,0.18,0.18,743771.0,56114204.93,,67.27,0.18,0.81,0.9714,98.55,0.0243
2006-11-03,17145.0,1302768.43,0.39,2.99,0.2,1.57,0.0,1268954.96,445.0,16700.0,33813.47,,,,,,,,0.08,,862.0,,,,,,,64.0,0.04,0.0,,,0.06,0.06,743263.0,56477081.91,,67.74,0.06,0.67,0.9741,98.69,0.0231
2006-11-06,18041.0,1366356.69,0.41,3.13,0.21,1.65,0.0,1272671.01,1237.0,16804.0,93685.67,,,823.0,0.01,,,,0.0,104.0,31.0,,,0.01,823.0,,,,0.11,,,,0.17,0.17,740970.0,56118248.06,,67.5,0.17,0.64,0.9778,98.88,0.0243
2006-11-07,17951.0,1341651.74,0.41,3.02,0.2,1.64,0.0,1255626.38,1151.0,16800.0,86025.36,,,,,,,,0.01,,86.0,,,,,,,4.0,0.11,0.01,,,0.16,0.16,737521.0,55122072.95,,66.81,0.16,0.64,0.9873,99.36,0.0243
2006-11-08,17957.0,1343591.4,0.41,3.02,0.2,1.62,0.0,1257021.52,1157.0,16800.0,86569.88,,,6.0,,,,,,,,,,,6.0,,,,0.1,,,,0.15,0.15,762398.0,57044684.25,,68.73,0.15,0.64,0.9873,99.36,0.0235
2006-11-09,17949.0,1340756.98,0.41,2.98,0.2,1.62,0.0,1254928.81,1149.0,16800.0,85828.17,,,,,,,,0.0,,8.0,,,,,,,,0.1,,,,0.15,0.15,746845.0,55787935.07,,67.14,0.15,0.64,0.9873,99.36,0.024
2006-11-10,18107.0,1330755.94,0.41,2.98,0.21,1.61,0.0,1247854.7,1128.0,16979.0,82901.24,,,,0.0,,,,0.0,179.0,22.0,,,0.0,,,,,0.1,,,,0.15,0.15,747679.0,54949923.83,,66.76,0.15,0.63,0.9874,99.37,0.0242
2006-11-13,17133.0,1259884.18,0.39,3.12,0.2,1.52,0.0,1235396.85,333.0,16800.0,24487.33,,,,,,,,0.07,,795.0,,,,,,,179.0,0.03,0.02,,,0.04,0.04,749482.0,55113553.54,,66.55,0.04,0.64,0.9873,99.36,0.0229
2006-11-14,17886.0,1310057.79,0.41,3.31,0.2,1.58,0.0,1230513.86,1086.0,16800.0,79543.93,,,753.0,,,,,,,,,,,753.0,,,,0.1,,,,0.15,0.15,744533.0,54533224.53,,65.93,0.15,0.64,0.9873,99.36,0.024
2006-11-15,17885.0,1305528.81,0.41,3.23,0.2,1.58,0.0,1226328.43,1085.0,16800.0,79200.38,,,,,,,,0.0,,1.0,,,,,,,,0.1,,,,0.14,0.14,782663.0,57131064.95,,68.88,0.14,0.64,0.9873,99.36,0.0228
2006-11-16,17984.0,1344118.15,0.41,3.18,0.2,1.58,0.0,1262726.65,1089.0,16895.0,81391.5,,,4.0,0.0,,,,,95.0,,,,0.0,4.0,,,,0.1,,,,0.14,0.14,792230.0,59211005.32,,70.18,0.14,0.64,0.9874,99.36,0.0227
2006-11-17,18001.0,1332682.27,0.41,3.4,0.2,1.58,0.0,1250800.9,1106.0,16895.0,81881.37,,,17.0,,,,,,,,,,,17.0,,,,0.1,,,,0.14,0.14,792485.0,58670668.88,,70.55,0.14,0.64,0.9874,99.36,0.0227
2006-11-20,17993.0,1322377.62,0.41,3.76,0.2,1.59,0.0,1241681.21,1098.0,16895.0,80696.42,,,,,,,,0.0,,8.0,,,,,,,,0.1,,,,0.14,0.14,792098.0,58214454.02,,70.33,0.14,0.64,0.9874,99.36,0.0227
2006-11-21,17894.0,1335905.59,0.41,3.87,0.2,1.58,0.0,1255052.47,1084.0,16811.0,80927.78,,,,,,,,0.0,,14.0,,,,,,,84.0,0.1,0.0,,,0.14,0.14,791118.0,59062197.15,,70.41,0.14,0.64,0.9873,99.36,0.0226
2006-11-22,18719.0,1374957.02,0.43,3.98,0.21,1.68,0.0,1216299.66,2161.0,16559.0,158730.81,,,,,,,,0.0,,5.0,,,,,,1082.0,252.0,0.19,0.0,,,0.27,0.27,787622.0,57852791.19,,70.23,0.28,6.1,0.8741,93.29,0.0237
2006-11-23,18267.0,1351616.78,0.42,3.93,0.21,1.62,0.0,1245659.85,1432.0,16835.0,105956.93,,,18.0,0.0,,,,0.07,276.0,746.0,,,0.0,18.0,,,,0.13,,,,0.18,0.18,790565.0,58495698.14,,70.08,0.18,6.1,0.8743,93.3,0.0231
2006-11-24,17029.0,1296782.44,0.39,3.85,0.19,1.56,0.0,1233043.71,837.0,16192.0,63738.73,,,505.0,,,,,,,,,,,505.0,,,643.0,0.08,0.0,0.1,,0.12,0.12,713492.0,54333425.31,1100.0,64.37,0.12,0.66,0.9868,99.34,0.0238
2006-11-27,17058.0,1294741.14,0.39,3.77,0.19,1.56,0.0,1229085.66,865.0,16193.0,65655.47,,,28.0,0.0,,,,,1.0,,,,0.0,28.0,,,,0.08,,,,0.12,0.12,714372.0,54222465.48,,65.28,0.12,0.66,0.9868,99.34,0.0238
2006-11-28,17141.0,1303176.21,0.39,3.72,0.2,1.57,0.0,1237565.04,863.0,16278.0,65611.17,,,,0.0,,,,0.0,85.0,2.0,,,0.0,,,,,0.08,,,,0.12,0.12,715394.0,54389151.46,,65.26,0.12,0.66,0.9869,99.34,0.0239
2006-11-29,18598.0,1446380.86,0.42,3.86,0.21,1.7,0.0,1342479.11,1337.0,17262.0,103979.53,,,,,,1000.0,,0.05,,530.0,,,,,0.09,1004.0,16.0,0.12,0.0,,,3.18,0.19,40669.0,3162859.62,,3.72,3.18,5.76,0.8798,93.62,0.0259
2006-11-30,2114.0,167216.3,0.05,0.45,0.02,0.19,0.0,79099.48,1114.0,1000.0,88116.82,,,1.0,,,,,0.02,,224.0,,,,1.0,,,,0.1,,,1.49,2.66,0.15,40717.0,3220693.51,,3.74,2.67,9.95,0.8208,90.05,0.0029
2006-12-01,19215.0,1533459.88,0.44,4.0,0.22,1.77,0.0,1444716.33,1112.0,18103.0,88743.55,1.57,,0.0,,,,17103.0,0.0,,2.0,1.57,,,0.0,,,,0.1,,,,2.66,0.15,40635.0,3242890.56,,3.74,2.68,5.46,0.885,93.92,0.0266
2006-12-04,19662.0,1565867.25,0.45,4.08,0.22,1.81,0.0,1477308.38,1112.0,18550.0,88558.86,,,,0.04,,,,0.0,447.0,0.0,,,0.04,,,,,0.1,,,,2.66,0.16,40622.0,3235106.26,,3.74,2.68,5.33,0.8876,94.06,0.0278
2006-12-05,19658.0,1583505.97,0.45,4.13,0.22,1.81,0.0,1491595.29,1141.0,18517.0,91910.69,,,31.0,,,,,0.0,,2.0,,,,31.0,,,33.0,0.11,0.0,,,2.74,0.16,40540.0,3265608.52,,3.73,2.75,5.34,0.8875,94.05,0.0277
2006-12-06,18838.0,1517452.72,0.43,3.82,0.21,1.73,0.0,1506094.78,141.0,18697.0,11357.94,,,0.0,0.02,,,,0.09,180.0,1001.0,,,0.02,0.0,,,,0.01,,,,0.02,0.02,716536.0,57718945.81,,68.61,0.02,5.29,0.8885,94.11,0.0263
2006-12-07,18868.0,1486964.91,0.43,3.56,0.21,1.73,0.0,1475852.87,141.0,18727.0,11112.04,,,,0.0,,,,0.0,30.0,0.0,,,0.0,,,,,0.01,,,,0.02,0.02,716592.0,56473773.68,,68.15,0.02,5.28,0.8886,94.12,0.0263
2006-12-08,22737.0,1707852.56,0.52,3.89,0.26,2.11,0.0,1697336.69,1125.0,22597.0,84502.53,,,,0.19,,2000.0,,0.0,2000.0,1.0,,,0.19,,0.18,985.0,130.0,0.1,0.0,,,0.16,0.16,713784.0,53614717.39,,66.57,0.15,13.53,0.6246,77.39,0.0318
2006-12-11,21284.0,1656156.92,0.49,3.43,0.24,2.0,0.0,1645418.82,1123.0,21146.0,87383.21,,,,,,,,0.0,,2.0,,,,,,,1451.0,0.1,0.11,,,0.16,0.16,712401.0,55433557.73,,66.01,0.16,14.27,0.6055,75.92,0.0298
2006-12-12,21539.0,1637542.3,0.49,3.28,0.25,2.01,0.0,1626898.54,139.0,21399.0,10567.73,,,1.0,0.0,,,,0.09,254.0,985.0,,,0.0,1.0,,,,0.01,,,,0.02,0.02,717018.0,54512619.06,,66.61,0.02,14.26,0.6081,76.12,0.03
2006-12-13,21658.0,1607020.98,0.49,3.38,0.25,2.01,0.0,1596781.4,139.0,21520.0,10313.78,,,,0.0,,,,0.0,120.0,0.0,,,0.0,,,,,0.01,,,,0.02,0.02,707093.0,52466215.17,,64.57,0.02,14.25,0.6106,76.3,0.0306
2006-12-14,5138.0,388279.21,0.12,0.76,0.06,0.48,0.0,377850.53,138.0,5000.0,10428.67,,,,,,,,0.0,,1.0,,,,,,,16520.0,0.01,1.53,,,0.02,0.02,705058.0,53281308.06,,64.18,0.02,38.2,0.5031,59.72,0.0073
2006-12-15,13139.0,1013646.83,0.3,2.0,0.15,1.2,0.0,1002923.27,139.0,13000.0,10723.56,,,1.0,0.71,,,,,8000.0,,,,0.71,1.0,,,,0.01,,,,0.02,0.02,705384.0,54418925.16,,64.87,0.02,15.56,0.7234,83.61,0.0186
2006-12-18,13031.0,999363.04,0.3,1.89,0.15,1.19,0.0,996985.62,31.0,13000.0,2377.43,,,0.0,,,,,0.01,,108.0,,,,0.0,,,,0.0,,,,0.0,0.0,708865.0,54363708.45,,65.44,0.0,15.58,0.7369,84.42,0.0184
2006-12-19,13031.0,971768.29,0.3,1.94,0.15,1.18,0.0,969456.51,31.0,13000.0,2311.78,,,,,,,,0.0,,0.0,,,,,,,,0.0,,,,0.0,0.0,710449.0,52980723.56,,64.62,0.0,15.18,0.7424,84.82,0.0183
2006-12-20,7030.0,524252.25,0.16,1.04,0.08,0.65,0.0,522015.04,30.0,7000.0,2237.21,,,,,,,,0.0,,1.0,,,,,,,6000.0,0.0,0.54,,,0.0,0.0,704489.0,52536265.04,,63.65,0.0,27.94,0.5973,72.06,0.01
2006-12-21,7030.0,530382.15,0.16,1.0,0.08,0.65,0.0,528118.78,30.0,7000.0,2263.37,,,,,,,,0.0,,0.0,,,,,,,,0.0,,,,0.0,0.0,704065.0,53118564.31,,63.83,0.0,28.13,0.5957,71.87,0.01
2006-12-22,7000.0,523177.66,0.16,0.93,0.08,0.65,0.0,523177.66,0.0,7000.0,0.0,,,,,,,,0.0,,30.0,,,,,,,,0.0,,,,0.0,0.0,704405.0,52646994.18,,64.03,0.0,28.04,0.5965,71.96,0.0099
2006-12-25,7000.0,523177.66,0.16,0.91,0.08,0.65,0.0,523177.66,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,257376.0,19236196.19,,26.44,0.0,27.96,0.5971,72.04,0.0272
2006-12-26,7000.0,523177.66,0.16,0.91,0.08,0.65,0.0,523177.66,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,704017.0,52617995.19,,63.79,0.0,28.08,0.5961,71.92,0.0099
2006-12-27,7000.0,527246.82,0.16,0.91,0.08,0.65,0.0,527246.82,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,704641.0,53074246.55,,64.02,0.0,28.16,0.5954,71.84,0.0099
2006-12-28,7000.0,534222.52,0.16,0.9,0.08,0.65,0.0,534222.52,0.0,7000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,704621.0,53774915.31,,64.57,0.0,28.4,0.5933,71.6,0.0099
2006-12-29,5000.0,386154.94,0.11,0.65,0.06,0.46,0.0,386154.94,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,2000.0,0.0,0.19,,,0.0,0.0,705850.0,54513492.76,,64.34,0.0,40.71,0.5172,59.29,0.0071
2007-01-01,5000.0,386154.94,0.11,0.65,0.06,0.46,0.0,386154.94,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,447753.0,34580406.5,,43.89,0.0,40.71,0.5173,59.29,0.0112
2007-01-02,8000.0,617847.9,0.18,1.04,0.09,0.74,0.0,386154.94,3000.0,5000.0,231692.96,,3000.0,,,0.28,,,,,,,3000.0,,,,,,0.28,,,,0.41,0.41,729960.0,56375531.88,,67.63,0.41,36.75,0.3431,37.96,0.0109
2007-01-03,5000.0,389476.7,0.11,0.67,0.06,0.46,0.0,389476.7,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,0.28,,0.0,0.0,721443.0,56197048.08,3000.0,67.35,0.0,41.09,0.5159,58.91,0.0069
2007-01-04,5000.0,392175.63,0.11,0.65,0.06,0.46,0.0,392175.63,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,721416.0,56584355.5,,67.89,0.0,41.18,0.5156,58.82,0.0069
2007-01-05,5000.0,391137.58,0.11,0.64,0.06,0.46,0.0,391137.58,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,721535.0,56443891.27,,67.99,0.0,41.23,0.5154,58.77,0.0069
2007-01-08,5000.0,383040.79,0.11,0.65,0.06,0.45,0.0,383040.79,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,724601.0,55510347.38,,67.44,0.0,40.54,0.5179,59.46,0.0069
2007-01-09,5000.0,391760.41,0.11,0.65,0.06,0.46,0.0,391760.41,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,721454.0,56527423.56,,67.38,0.0,41.15,0.5157,58.85,0.0069
2007-01-10,5000.0,390929.97,0.11,0.64,0.06,0.46,0.0,390929.97,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,725310.0,56709083.8,,68.36,0.0,41.16,0.5156,58.84,0.0069
2007-01-11,5000.0,379303.8,0.11,0.66,0.06,0.45,0.0,379303.8,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,730486.0,55415223.59,,67.89,0.0,40.51,0.518,59.49,0.0068
2007-01-12,5000.0,380549.46,0.11,0.66,0.06,0.45,0.0,380549.46,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,732204.0,55727967.99,,67.11,0.0,40.36,0.5186,59.64,0.0068
2007-01-15,5000.0,370999.4,0.11,0.69,0.06,0.45,0.0,370999.4,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,734452.0,54496249.66,,66.74,0.0,39.81,0.5208,60.19,0.0068
2007-01-16,5000.0,355013.41,0.11,0.67,0.06,0.44,0.0,355013.41,0.0,5000.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,739790.0,52527074.39,,64.91,0.0,38.82,0.525,61.18,0.0068
