,ASY FP Equity_DX_SI_QTY,ASY FP Equity_DX_SHORT_INTEREST_VALUE,ASY FP Equity_DX_SHORT_INTEREST_PCT_FREE_FLOAT,ASY FP Equity_DX_SHORT_INT_RATIO_DAYS_TO_COVER,ASY FP Equity_DX_SHORT_INTEREST_PCT_SHARES_OUT,ASY FP Equity_DX_SI_MV,ASY FP Equity_DX_DSS,ASY FP Equity_DX_BROKER_SHORT_INTEREST_VALUE,ASY FP Equity_DX_SUPPLY_SI_QTY,ASY FP Equity_DX_BROKER_SI_QTY,ASY FP Equity_DX_SUPPLY_SIDE_SHORT_INT_VAL,ASY FP Equity_DX_BROKER_SI_MV_NEW_x,ASY FP Equity_DX_SUPPLY_SI_QTY_NEW_x,ASY FP Equity_DX_SUPPLY_SI_QTY_INC_x,ASY FP Equity_DX_BROKER_SI_MV_INC_x,ASY FP Equity_DX_SUPPLY_SI_MV_NEW,ASY FP Equity_DX_BROKER_SI_QTY_ADD,ASY FP Equity_DX_BROKER_SI_QTY_NEW,ASY FP Equity_DX_SUPPLY_SI_MV_DEC,ASY FP Equity_DX_BROKER_SI_QTY_INC,ASY FP Equity_DX_SUPPLY_SI_QTY_DEC,ASY FP Equity_DX_BROKER_SI_MV_NEW_y,ASY FP Equity_DX_SUPPLY_SI_QTY_NEW_y,ASY FP Equity_DX_BROKER_SI_MV_INC_y,ASY FP Equity_DX_SUPPLY_SI_QTY_INC_y,ASY FP Equity_DX_BROKER_SI_MV_ADD,ASY FP Equity_DX_SUPPLY_SI_QTY_ADD,ASY FP Equity_DX_BROKER_SI_QTY_DEC,ASY FP Equity_DX_SUPPLY_SI_MV,ASY FP Equity_DX_BROKER_SI_MV_DEC,ASY FP Equity_DX_SUPPLY_SI_MV_RMV,ASY FP Equity_DX_BROKER_SI_MV_RMV,ASY FP Equity_DX_ACTIVE_UTILIZATION_QUANTITY,ASY FP Equity_DX_UTILIZATION_QUANTITY,ASY FP Equity_DX_ACTIVE_AVAIL_SUPPLY_QTY,ASY FP Equity_DX_ACTIVE_AVAILABILITY_VALUE,ASY FP Equity_DX_SUPPLY_SI_QTY_MV_RMV,ASY FP Equity_DX_ACTIVE_AVAIL_SUPPLY_MV,ASY FP Equity_DX_ACTIVE_UTILIZATION_MV,ASY FP Equity_DX_BROKER_SI_MARKET_SHARE_2,ASY FP Equity_DX_BROKER_SI_CON_RATIO,ASY FP Equity_DX_BROKER_SI_MARKET_SHARE_1,ASY FP Equity_DX_DEMAND_SUPPLY_RATIO
2012-03-13,105160.0,1304368.99,1.0,4.95,0.52,1.63,0.0,1173870.07,81367.0,94639.0,1009248.68,,,,,,,,0.0,,4.0,,,,,,,4.0,1.23,0.01,,,10.84,10.84,668992.0,8297949.97,,10.12,10.86,25.74,0.3998,56.92,0.1401
2012-03-14,105160.0,1347674.73,1.0,5.16,0.52,1.62,0.0,1212843.18,98367.0,94639.0,1260619.25,,,17000.0,,,,,,,,,,,17000.0,,,,1.49,,,,12.91,12.91,663391.0,8501666.88,,10.13,12.81,25.76,0.3999,56.92,0.138
2012-03-15,99661.0,1278844.12,0.95,5.44,0.49,1.58,0.0,1143839.26,98367.0,89140.0,1262239.58,,,,,,,,,,,,,,,,,5499.0,1.53,0.08,,,12.92,12.92,663062.0,8508372.76,,10.3,12.9,20.88,0.4226,60.69,0.1309
2012-03-16,99661.0,1369134.78,0.95,4.58,0.49,1.58,0.0,1224598.13,98367.0,89140.0,1351357.91,,,,,,,,,,,,,,,,,,1.52,,,,12.92,12.92,662789.0,9105341.82,,10.52,12.65,20.84,0.4226,60.69,0.1309
2012-03-19,104144.0,1429864.12,0.99,4.59,0.52,1.77,0.0,1222916.61,102850.0,89071.0,1412097.91,,,4552.0,,,,,0.0,,69.0,,,,4552.0,,,69.0,1.71,0.0,,,13.4,13.4,664550.0,9124060.96,,11.05,13.39,19.89,0.3853,57.76,0.1357
2012-03-20,106244.0,1458696.46,1.01,4.79,0.53,1.81,0.0,1251748.95,102850.0,91171.0,1412097.91,,,,,,2600.0,,,,,,,,,0.04,,500.0,1.72,0.01,,,33.44,13.4,204688.0,2810301.39,,3.42,33.43,19.55,0.3687,56.42,0.1384
2012-03-21,112244.0,1525358.74,1.07,5.0,0.56,1.91,0.0,1320521.67,107850.0,97171.0,1465645.74,,,5000.0,0.02,,5000.0,,,1000.0,,,,0.02,5000.0,0.08,,,1.8,,,,34.51,14.07,204688.0,2781642.05,,3.41,34.51,18.43,0.3309,53.16,0.1465
2012-03-22,185237.0,2499001.7,1.76,7.97,0.92,3.11,0.0,1416186.86,129405.0,104974.0,1745781.43,,,17291.0,0.14,,,,0.06,7803.0,3445.0,,,0.14,17291.0,,7709.0,,2.13,,,,16.79,16.79,641495.0,8654302.85,,10.56,16.82,33.53,0.2749,36.12,0.2403
2012-03-23,196566.0,2689075.21,1.87,7.94,0.98,3.27,0.0,1385852.01,140834.0,101303.0,1926646.61,,,10000.0,0.02,,,,0.06,1429.0,3571.0,,,0.02,10000.0,,5000.0,5100.0,2.3,0.08,,,41.97,18.27,194688.0,2663383.67,,3.17,42.0,36.7,0.3027,37.49,0.255
2012-03-26,205346.0,2831174.36,1.95,8.18,1.02,3.46,1.0,1396698.53,154614.0,101303.0,2131715.22,,13780.0,,,0.23,,,,,,,13780.0,,,,,,2.56,,,,19.59,19.59,634732.0,8751263.56,,10.54,19.52,33.3,0.2658,35.09,0.2601
2012-03-27,200794.0,2813066.25,1.91,8.02,1.0,3.43,0.0,1419225.93,148062.0,101303.0,2074306.08,,,,0.04,,,,0.11,2000.0,6552.0,,,0.04,,,,2000.0,2.48,0.03,,,18.54,18.54,650569.0,9114284.79,,10.95,18.47,34.04,0.278,35.98,0.2514
2012-03-28,198202.0,2734310.06,1.88,7.58,0.98,3.44,0.0,1437636.61,145470.0,104210.0,2006841.93,,,225.0,0.07,,,,0.21,2907.0,12592.0,,,0.07,225.0,,9775.0,,2.48,,,,18.29,18.29,649987.0,8966942.77,,11.01,18.35,36.1,0.2883,36.41,0.2492
2012-03-29,203498.0,2765470.34,1.93,7.29,1.01,3.48,1.0,1413420.64,150766.0,104007.0,2048859.95,,,,,,,,0.0,,203.0,,,,,,5499.0,203.0,2.53,0.02,,,18.92,18.92,646155.0,8781032.19,,10.77,18.99,35.04,0.2799,35.41,0.2554
2012-03-30,235997.0,3277094.53,2.24,8.24,1.17,3.96,1.0,1548391.3,175766.0,111506.0,2440716.6,,,25000.0,0.1,,,,,7499.0,,,,0.1,25000.0,,,,2.89,,,,50.88,21.96,169688.0,2356316.46,,2.79,50.92,30.97,0.2958,41.15,0.2949
2012-04-02,237498.0,3339015.18,2.26,8.25,1.18,4.08,1.0,1666091.22,177766.0,118506.0,2499235.25,,,2000.0,0.15,,,,,7000.0,,,,0.15,2000.0,,,,2.98,,,,22.23,22.23,621964.0,8744272.54,,10.51,22.08,32.42,0.2921,39.14,0.297
2012-04-03,247498.0,3479606.48,2.35,8.44,1.23,4.32,1.0,1666091.22,194766.0,118506.0,2738240.45,,,14941.0,,,,,,,,,,,14941.0,,2059.0,,3.34,,,,24.01,24.01,616414.0,8666244.37,,10.55,24.04,31.09,0.3009,41.59,0.3051
2012-04-04,252997.0,3442312.79,2.4,8.39,1.26,4.44,1.0,1612409.31,194766.0,118506.0,2650013.61,,,,,,,,,,,,,,,,,,3.36,,,,49.91,23.99,195488.0,2659837.24,,3.38,49.84,30.29,0.2961,40.91,0.3117
2012-04-05,259498.0,3526491.77,2.46,8.44,1.29,4.38,1.0,1637636.58,206766.0,120506.0,2809881.38,,,10000.0,0.0,,,,,2000.0,,,,0.0,10000.0,,2000.0,,3.43,,,,58.01,25.51,149688.0,2034210.29,,2.48,58.0,30.48,0.3098,43.4,0.3201
2012-04-06,259498.0,3526491.77,2.46,8.42,1.29,4.36,1.0,1824902.21,206766.0,134286.0,2809881.38,,,,0.23,,,,,13780.0,,,,0.23,,,,,3.4,,,,58.01,25.51,149688.0,2034210.29,,2.46,58.02,30.55,0.3089,43.24,0.3201
2012-04-09,259498.0,3526491.77,2.46,8.42,1.29,4.36,1.0,1824902.21,206766.0,134286.0,2809881.38,,,,,,,,,,,,,,,,,,3.4,,,,58.01,25.5,149688.0,2034210.29,,2.46,58.02,30.46,0.3092,43.34,0.32
2012-04-10,256498.0,3462484.62,2.44,8.32,1.27,4.17,1.0,1772238.99,203766.0,131286.0,2750651.62,,,,,,,,0.05,,3000.0,,,,,,,3000.0,3.36,0.05,,,51.95,25.04,188488.0,2544412.82,,3.11,51.97,28.49,0.318,45.37,0.3151
2012-04-11,266397.0,3631217.34,2.53,8.47,1.32,4.44,1.0,1822253.71,208166.0,133686.0,2837479.36,,,2000.0,0.17,,,,,2400.0,,,,0.17,2000.0,,2400.0,,3.41,,,,52.48,25.57,188488.0,2569251.51,,3.08,52.48,30.48,0.305,42.26,0.3272
2012-04-12,258898.0,3560984.49,2.46,8.2,1.28,4.35,1.0,1838769.6,206166.0,133686.0,2835687.91,,,,,,,,0.03,,2000.0,,,,,,,,3.4,,,,57.94,25.32,149688.0,2058867.38,,2.46,57.95,31.34,0.3154,43.45,0.318
2012-04-13,258716.0,3558481.19,2.46,8.09,1.28,4.43,1.0,1836266.31,205984.0,133504.0,2833184.61,,,,,,,,0.0,,182.0,,,,,,,182.0,3.46,0.0,,,57.91,25.24,149688.0,2058867.38,,2.52,57.89,31.26,0.3161,43.59,0.317
2012-04-16,258716.0,3405061.65,2.46,8.05,1.28,4.39,1.0,1757097.94,205984.0,133504.0,2711035.34,,,,,,,,,,,,,,,,,,3.43,,,,57.91,25.05,149688.0,1970101.84,,2.49,57.93,31.29,0.3155,43.49,0.3146
2012-04-17,260070.0,3416456.23,2.47,7.92,1.29,4.22,1.0,1732176.28,207338.0,131858.0,2723732.85,,,3000.0,,,,,0.03,,1646.0,,,,3000.0,,,1646.0,3.31,0.08,,,58.57,25.21,146688.0,1926993.24,,2.33,58.62,30.53,0.3179,44.33,0.3163
2012-04-18,280313.0,3682382.03,2.66,8.45,1.39,4.58,1.0,1998102.08,206781.0,152101.0,2716415.72,,,,0.36,,,,0.01,20800.0,557.0,,,0.36,,,,557.0,3.3,0.01,,,58.5,25.15,146688.0,1926993.24,,2.34,58.49,27.95,0.2938,42.45,0.3409
2012-04-19,279779.0,3643106.77,2.66,8.46,1.39,4.56,1.0,1900860.06,206247.0,145980.0,2685619.16,,,,,,,,0.01,,622.0,,,,,,88.0,6121.0,3.29,0.11,,,58.44,25.08,146688.0,1910079.19,,2.34,58.44,27.82,0.294,42.57,0.3402
2012-04-20,278654.0,3614687.49,2.65,8.57,1.38,4.48,1.0,1879052.72,205122.0,144855.0,2660833.6,,,,,,,,0.02,,1125.0,,,,,,,1125.0,3.23,0.03,,,58.3,24.94,146688.0,1902830.31,,2.31,58.32,27.48,0.2936,42.67,0.3389
2012-04-23,277927.0,3548030.57,2.64,8.63,1.38,4.49,1.0,1911269.5,204395.0,149715.0,2609317.23,,,,0.09,,,,0.01,5499.0,727.0,,,0.09,,,,639.0,3.23,0.01,,,58.22,24.86,146688.0,1872626.66,,2.32,58.2,27.31,0.2944,42.86,0.338
2012-04-24,283128.0,3668060.24,2.69,8.79,1.4,4.49,1.0,1943296.67,208596.0,149998.0,2702462.12,,,4918.0,0.02,,,,0.01,1000.0,717.0,,,0.02,4918.0,,,717.0,3.22,0.04,,,58.71,25.28,146688.0,1900414.02,,2.26,58.75,26.51,0.2821,41.85,0.3431
2012-04-25,284706.0,3674434.69,2.7,8.95,1.41,4.57,1.0,1820568.52,210174.0,141063.0,2712519.71,,,5014.0,,,,,0.05,,3436.0,,,,5014.0,,,8935.0,3.3,0.12,,,25.47,25.47,615063.0,7938044.23,,9.66,25.48,25.22,0.2793,41.84,0.345
2012-04-26,287331.0,3741444.18,2.73,9.02,1.43,4.62,1.0,1999770.41,207300.0,153576.0,2699330.66,,,2000.0,0.21,,,,0.08,12513.0,4874.0,,,0.21,2000.0,,,,3.25,,,,25.12,25.12,617937.0,8046388.28,,9.71,25.06,24.91,0.2856,42.11,0.3482
2012-04-27,283032.0,3652829.93,2.69,8.93,1.4,4.58,1.0,1984643.35,208300.0,153776.0,2688333.74,,,1000.0,0.0,,,,,200.0,,,,0.0,1000.0,,,,3.29,,,,25.08,25.08,622109.0,8028980.38,,9.8,25.11,25.29,0.2886,42.84,0.3408
2012-04-30,281757.0,3710633.78,2.68,9.14,1.4,4.54,1.0,2008380.85,207025.0,152501.0,2726441.43,,,,,,,,0.02,,1275.0,,,,,,,1275.0,3.25,0.03,,,24.93,24.93,623384.0,8209732.96,,9.85,24.8,24.88,0.2884,42.97,0.3393
2012-05-01,281757.0,3710633.78,2.68,10.78,1.4,4.62,1.0,2008380.85,207025.0,152501.0,2726441.43,,,,,,,,,,,,,,,,,,3.29,,,,25.03,25.03,619946.0,8164455.79,,9.93,24.87,24.96,0.2892,43.08,0.3407
2012-05-02,294645.0,3882790.64,2.8,11.27,1.46,4.84,1.0,1925417.17,206133.0,146110.0,2716391.87,,,,,,,,0.01,,892.0,,,,,,,6391.0,3.31,0.1,,,24.93,24.93,620838.0,8181316.42,,9.95,24.96,23.6,0.2771,41.33,0.3563
2012-05-03,298540.0,3983294.89,2.83,12.33,1.48,4.89,1.0,2014796.83,204529.0,151005.0,2728945.27,,,,0.09,,,,0.03,5499.0,1604.0,,,0.09,,,,604.0,3.27,0.01,,,24.73,24.73,622442.0,8304984.38,,10.0,24.65,23.07,0.2741,40.66,0.361
2012-05-04,292687.0,3842524.69,2.78,12.48,1.45,4.86,1.0,1977813.11,204175.0,150651.0,2680499.91,,,,,,,,0.0,,354.0,,,,,,,354.0,3.32,0.0,,,24.69,24.69,622796.0,8176341.98,,10.07,24.79,23.45,0.2794,41.65,0.3539
2012-05-07,302976.0,4084903.7,2.88,13.36,1.5,4.96,1.0,2096341.8,213204.0,155485.0,2874543.89,,,,0.18,,,,0.02,11260.0,971.0,,,0.18,,,10000.0,6426.0,3.41,0.14,,,59.57,25.67,144688.0,1950770.18,,2.32,59.54,22.28,0.287,43.4,0.3648
2012-05-08,312475.0,4202680.52,2.97,14.42,1.55,5.21,1.0,2124830.08,220204.0,157984.0,2961667.53,,,10000.0,0.1,,,,0.01,5499.0,3000.0,,,0.1,10000.0,,,3000.0,3.61,0.06,,,59.86,26.51,147688.0,1986352.45,,2.43,59.83,21.75,0.2856,43.27,0.3761
2012-05-09,309794.0,4158967.46,2.94,15.85,1.54,5.15,1.0,2193542.06,215613.0,163393.0,2894592.7,,,,0.12,,,,0.08,8000.0,4591.0,,,0.12,,,,2591.0,3.54,0.04,,,100.0,25.92,0.0,0.0,,0.0,100.0,21.99,0.3028,46.06,0.3725
2012-05-10,305567.0,4026719.23,2.9,15.92,1.52,5.05,1.0,2054467.95,215613.0,155903.0,2841317.99,,,3263.0,,,,,0.06,,3263.0,,,,3263.0,,,7490.0,3.51,0.13,,,26.03,26.03,612854.0,8076104.38,,9.93,26.14,22.32,0.3081,46.65,0.3688
2012-05-11,269007.0,3538289.9,2.55,13.9,1.33,4.39,1.0,1750987.03,201833.0,133123.0,2654740.09,,,,,,,,0.22,,13780.0,,,,,,,22780.0,3.25,0.37,,,100.0,24.32,0.0,0.0,,0.0,100.0,25.26,0.3709,52.92,0.3241
2012-05-14,268237.0,3512697.27,2.55,15.37,1.33,4.39,1.0,1733228.53,201833.0,132353.0,2643103.78,,,,,,,,,,,,,,,,,770.0,3.27,0.01,,,100.0,24.22,0.0,0.0,,0.0,100.0,25.28,0.3734,53.13,0.3219
2012-05-15,268430.0,3466586.37,2.55,17.99,1.33,4.36,1.0,1711739.22,201833.0,132546.0,2606532.53,,,,0.0,,,,,193.0,,,,0.0,,,,,3.23,,,,100.0,24.32,0.0,0.0,,0.0,100.0,25.37,0.3736,53.12,0.3234
2012-05-16,268591.0,3320450.91,2.55,18.76,1.33,4.29,1.0,1634468.23,202328.0,132212.0,2501275.89,,,,,,,,,,,,,,,,495.0,334.0,3.18,0.02,,,100.0,24.38,0.0,0.0,,0.0,100.0,25.27,0.3748,53.29,0.3236
2012-05-17,268591.0,3318238.75,2.55,18.51,1.33,4.11,1.0,1633379.31,202328.0,132212.0,2499609.48,,,,,,,,,,,,,,,,,,3.05,,,,100.0,24.36,0.0,0.0,,0.0,100.0,25.26,0.3738,53.19,0.3234
2012-05-18,270582.0,3320550.48,2.57,19.74,1.34,4.11,1.0,1622490.11,202328.0,132212.0,2482945.42,,,1991.0,,,,,0.03,,1991.0,,,,1991.0,,,,3.02,,,,100.0,24.43,0.0,0.0,,0.0,100.0,25.86,0.3715,52.72,0.3268
2012-05-21,270275.0,3118666.44,2.57,20.54,1.34,4.07,1.0,1522033.84,202328.0,131905.0,2334635.26,,,,,,,,,,,,,,,,,307.0,3.0,0.01,,,100.0,24.43,0.0,0.0,,0.0,100.0,25.79,0.3716,52.76,0.3264
2012-05-22,276771.0,3205020.56,2.63,20.78,1.37,3.97,1.0,1596251.26,208328.0,137845.0,2412447.56,,,556.0,0.07,,,,0.01,6000.0,556.0,,,0.07,556.0,,6000.0,60.0,2.94,0.05,,,100.0,25.18,0.0,0.0,,0.0,100.0,25.27,0.3791,53.83,0.3345
2012-05-23,276771.0,3202741.03,2.63,19.32,1.37,3.99,1.0,1531482.58,208328.0,132346.0,2410731.73,,,,,,,,,,,,,,,,,5499.0,2.96,0.08,,,100.0,25.18,0.0,0.0,,0.0,100.0,25.23,0.3805,54.02,0.3345
2012-05-24,276550.0,3200183.66,2.63,20.12,1.37,3.96,1.0,1528925.21,208328.0,132125.0,2410731.73,,,,,,,,,,,,,,,,,221.0,2.94,0.01,,,100.0,25.1,0.0,0.0,,0.0,100.0,25.22,0.3797,53.94,0.3332
2012-05-25,247055.0,2838525.31,2.35,18.22,1.23,3.53,1.0,1535265.86,178833.0,133624.0,2054692.26,,,,0.08,,,,0.41,5499.0,29495.0,,,0.08,,,,4000.0,2.52,0.07,,,100.0,21.55,0.0,0.0,,0.0,100.0,28.25,0.3452,48.32,0.2977
2012-05-28,253272.0,2893267.29,2.4,19.16,1.26,3.59,1.0,1526461.46,185050.0,133624.0,2113929.34,,,,,,,,,,,,,,,,6217.0,,2.58,,,,100.0,22.24,0.0,0.0,,0.0,100.0,27.69,0.3282,46.92,0.3044
2012-05-29,259171.0,2975596.88,2.46,20.08,1.29,3.65,1.0,1534165.31,185450.0,133624.0,2129190.54,,,,,,,,,,,,,,,,400.0,,2.58,,,,100.0,22.29,0.0,0.0,,0.0,100.0,27.0,0.323,46.15,0.3114
2012-05-30,252826.0,2852773.01,2.4,20.62,1.25,3.6,1.0,1508384.01,178833.0,133680.0,2017869.82,,,216.0,0.01,,,,0.09,56.0,6833.0,,,0.01,216.0,,,,2.52,,,,100.0,21.55,0.0,0.0,,0.0,100.0,27.62,0.3388,47.33,0.3047
2012-05-31,247514.0,2713330.77,2.36,20.73,1.23,3.44,1.0,1467494.57,176433.0,133867.0,1934117.21,,,,0.0,,,,0.04,187.0,2400.0,,,0.0,,,,,2.42,,,,100.0,21.26,0.0,0.0,,0.0,100.0,28.37,0.3449,48.18,0.2983
2012-06-01,247514.0,2641980.98,2.36,20.44,1.23,3.33,1.0,1428905.3,176755.0,133867.0,1886694.68,,,322.0,,,,,,,,,,,322.0,,,,2.36,,,,100.0,21.3,0.0,0.0,,0.0,100.0,28.41,0.3439,48.04,0.2983
2012-06-04,244106.0,2573435.81,2.33,19.73,1.21,3.18,1.0,1382347.0,176090.0,131124.0,1856391.53,,,,,,,,0.01,,665.0,,,,,,,2743.0,2.26,0.05,,,100.0,21.22,0.0,0.0,,0.0,100.0,28.85,0.3512,48.66,0.2942
2012-06-05,244106.0,2603593.26,2.33,18.07,1.21,3.18,1.0,1398546.38,176090.0,131124.0,1878146.12,,,,,,,,,,,,,,,,,,2.26,,,,100.0,21.2,0.0,0.0,,0.0,100.0,28.71,0.3518,48.81,0.2938
2012-06-06,256605.0,2812989.34,2.45,18.52,1.27,3.35,1.0,1514161.22,182829.0,138124.0,2004232.29,,,2139.0,0.1,,,,,7000.0,,,,0.1,2139.0,,4600.0,,2.35,,,,22.0,22.0,648387.0,7107833.9,,8.43,21.79,30.17,0.3406,46.27,0.3087
2012-06-07,246106.0,2710057.62,2.35,17.65,1.22,3.32,1.0,1465928.14,182829.0,133124.0,2013267.15,,,,,,,,,,,,,,,,,5000.0,2.43,0.06,,,22.0,22.0,648387.0,7139875.22,,8.62,21.97,31.48,0.3619,48.23,0.2961
2012-06-08,246106.0,2695868.84,2.35,17.85,1.22,3.35,1.0,1458253.12,182829.0,133124.0,2002726.48,,,,,,,,,,,,,,,,,,2.45,,,,22.0,22.0,648091.0,7099251.26,,8.67,22.06,31.44,0.3625,48.33,0.2962
2012-06-11,275377.0,3018774.24,2.63,19.99,1.37,3.72,1.0,1459349.55,212100.0,133124.0,2325110.73,,,29271.0,,,,,,,,,,,29271.0,,,,2.82,,,,61.03,25.53,135417.0,1484486.18,,1.8,61.07,38.64,0.3603,43.22,0.3314
2012-06-12,311308.0,3387021.98,2.97,21.93,1.54,4.18,1.0,1250456.81,254121.0,114932.0,2764829.08,,,62793.0,,,,,0.28,,20772.0,,,,62793.0,,,18192.0,3.38,0.25,,,65.24,30.84,135417.0,1473333.02,,1.8,65.22,34.32,0.3273,38.44,0.3778
2012-06-13,374101.0,4036315.27,3.57,26.38,1.86,5.0,1.0,1917541.33,254121.0,177725.0,2741806.28,,,,0.87,,,,,62793.0,,,,0.87,,,,,3.34,,,,65.24,30.72,135417.0,1461064.54,,1.77,65.31,31.68,0.3247,37.88,0.4523
2012-06-14,374101.0,4036315.27,3.57,26.61,1.86,4.96,1.0,1852805.1,254121.0,171725.0,2741806.28,,,,,,,,,,,,,,,,,6000.0,3.32,0.08,,,65.24,30.77,135417.0,1461064.54,,1.77,65.27,31.65,0.3246,37.87,0.453
2012-06-15,369101.0,4085727.58,3.52,26.44,1.83,4.9,1.0,1911962.57,254121.0,172725.0,2812967.67,,,,0.08,,,,,6000.0,,,,0.08,,,,5000.0,3.32,0.07,,,30.79,30.79,571084.0,6321558.73,,7.54,30.59,32.16,0.3329,38.32,0.4473
2012-06-18,379013.0,4161109.76,3.62,27.08,1.88,5.19,1.0,1873060.96,266151.0,170607.0,2922019.89,,,,,,,,0.0,,761.0,,,,,,12791.0,2118.0,3.59,0.0,,,32.21,32.21,560072.0,6148921.19,,7.52,32.3,31.36,0.3144,37.3,0.4587
2012-06-19,413013.0,4534389.41,3.94,30.29,2.05,5.56,1.0,2059700.77,283151.0,187607.0,3108659.77,,,16225.0,0.22,,,,,17000.0,,,,0.22,16225.0,,775.0,,3.75,,,,34.27,34.27,543072.0,5962281.88,,7.14,34.42,33.62,0.3134,34.26,0.4999
2012-06-20,494411.0,5482828.36,4.72,35.63,2.45,6.63,1.0,2412690.23,328593.0,217563.0,3643970.34,,,1755.0,0.72,,,,0.41,44700.0,28510.0,,,0.72,1755.0,,72197.0,14744.0,4.23,0.21,,,39.88,39.88,495431.0,5494139.77,,6.4,39.8,27.92,0.3503,47.05,0.6
2012-06-21,442659.0,5052299.7,4.22,32.02,2.2,6.06,1.0,2642950.16,277093.0,231563.0,3162607.97,,,,0.2,,,,1.09,14000.0,84500.0,,,0.2,,,33000.0,,3.63,,,,33.7,33.7,545035.0,6220770.77,,7.21,33.5,31.01,0.3283,41.11,0.5384
2012-06-22,414182.0,4716685.38,3.95,28.94,2.05,5.76,1.0,2338869.29,233123.0,205381.0,2654793.9,,,,,,18049.0,,0.57,,43970.0,,,,,0.24,,44231.0,3.12,0.6,,,100.0,28.57,0.0,0.0,,0.0,100.0,34.91,0.3392,43.9,0.5075
2012-06-25,255920.0,2818421.68,2.44,17.63,1.27,3.63,1.0,2259065.41,232871.0,205129.0,2564585.32,,,,,,,,0.0,,252.0,,,,,,,252.0,3.11,0.0,,,100.0,28.54,0.0,0.0,,0.0,100.0,29.6,0.2857,37.16,0.3136
2012-06-26,224217.0,2411943.45,2.14,14.66,1.11,3.15,1.0,2249639.07,219168.0,209129.0,2357630.43,,,,0.05,,,,0.18,4000.0,13703.0,,,0.05,,,,,2.82,,,,27.35,27.35,582110.0,6261864.19,,7.46,27.46,32.85,0.3144,42.93,0.2798
2012-06-27,223475.0,2419200.68,2.13,14.41,1.11,3.06,1.0,2255867.42,218104.0,208387.0,2361057.59,,,,,,,,0.01,,1064.0,,,,,,,742.0,2.75,0.02,,,25.91,25.91,623736.0,6752176.11,,7.89,25.88,33.05,0.3143,42.82,0.2655
2012-06-28,204337.0,2177189.62,1.95,13.49,1.01,2.8,1.0,1540154.66,164588.0,144549.0,1753668.13,,,,,,,,0.67,,53516.0,,,,,,,63838.0,2.09,0.83,,,19.59,19.59,675401.0,7196327.87,,8.55,19.63,15.57,0.3873,58.04,0.2433
2012-06-29,204122.0,2254935.1,1.95,13.28,1.01,2.75,1.0,1594457.25,164373.0,144334.0,1815828.02,,,,,,,,0.0,,215.0,,,,,,,215.0,2.05,0.02,,,19.16,19.16,693666.0,7662926.13,,8.68,19.09,15.36,0.3918,58.57,0.2379
2012-07-02,209785.0,2392598.22,2.0,13.51,1.04,2.94,1.0,1710715.99,164373.0,149997.0,1874674.29,0.08,,,,,,6000.0,,,,0.08,,,,,,337.0,2.13,0.0,,,19.15,19.15,693946.0,7914455.1,,9.06,19.07,15.22,0.3687,56.62,0.2444
2012-07-03,203565.0,2467413.49,1.94,13.41,1.01,2.9,1.0,1815448.58,157757.0,149777.0,1912174.25,,,,0.08,,,,0.09,6059.0,6616.0,,,0.08,,,,6279.0,2.12,0.08,,,19.27,19.27,660911.0,8010909.14,,9.0,19.07,15.78,0.328,52.33,0.2487
2012-07-04,135365.0,1630376.02,1.29,9.09,0.67,1.91,0.0,1123455.72,99057.0,93277.0,1193071.75,,,,0.03,,,,0.78,2200.0,58700.0,,,0.03,,,,58700.0,1.41,0.92,,,12.1,12.1,719611.0,8667207.31,,10.25,12.11,23.97,0.1897,24.73,0.1653
2012-07-05,94403.0,1131384.82,0.9,6.12,0.47,1.38,0.0,1128256.83,51367.0,94142.0,615614.38,,,,0.11,,,,0.68,7059.0,47690.0,,,0.11,,,,6194.0,0.73,0.04,,,6.26,6.26,769142.0,9217880.58,,10.9,6.28,32.73,0.2673,35.63,0.1151
2012-07-06,92844.0,1111909.39,0.89,5.94,0.46,1.35,0.0,1108783.62,49477.0,92583.0,592541.69,,,,,,,,0.03,,1890.0,,,,,,,1559.0,0.7,0.03,,,6.03,6.03,770916.0,9232570.08,,10.89,6.02,31.52,0.2648,36.15,0.1132
2012-07-09,91991.0,1097773.15,0.88,5.96,0.46,1.33,0.0,1094658.51,48624.0,91730.0,580253.74,,,,,,,,0.01,,853.0,,,,,,,853.0,0.68,0.02,,,5.93,5.93,771769.0,9209893.22,,10.83,5.92,30.76,0.263,36.4,0.1121
2012-07-10,93398.0,1114563.56,0.89,5.99,0.46,1.35,0.0,1090696.6,50031.0,91398.0,597044.15,,,,,,,,0.01,,593.0,,,,,,2000.0,332.0,0.7,0.0,,,6.1,6.1,770362.0,9193102.81,,10.81,6.1,29.98,0.254,35.91,0.1138
2012-07-11,95338.0,1153967.59,0.91,5.98,0.47,1.37,0.0,1104704.46,51971.0,91268.0,629055.04,,,,,,,,0.0,,130.0,,,,,,2070.0,130.0,0.73,0.0,,,6.33,6.33,768422.0,9300951.16,,10.8,6.33,29.23,0.2444,35.18,0.1162
2012-07-12,95338.0,1137714.52,0.91,5.97,0.47,1.39,0.0,1089145.24,51971.0,91268.0,620195.11,,,,,,,,,,,,,,,,,,0.74,,,,6.33,6.33,768422.0,9169951.85,,10.9,6.32,29.33,0.2453,35.32,0.1162
